family	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Aerococcaceae	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Bacteroidales Unclassified	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Catabacteriaceae	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Dermabacteraceae	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Dermacoccaceae	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Desulfovibrionales Unclassified	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Dietziaceae	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Flavobacteriaceae	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Micrococcaceae	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Micromonosporaceae	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Nocardiopsaceae	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Staphylococcaceae	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.41937672966008205
Acetobacteraceae	4.375000000000079	0.49678011770498143	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Alphaproteobacteria Unclassified	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Bacillaceae 1	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Bradyrhizobiaceae	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Brevibacteriaceae	4.4186507936507216	0.4908408968433713	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Burkholderiales incertae sedis	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Clostridiales Incertae Sedis XI	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Corynebacteriaceae	4.375000000000079	0.49678011770498143	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Coxiellaceae	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Cytophagales Unclassified	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Fusobacteriaceae	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Gp6 Unclassified	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Labilitrichaceae	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Listeriaceae	5.142857142857107	0.39869582629789524	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Sphingobacteriaceae	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Sphingomonadaceae	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5293558631282589
Acidaminococcaceae	3.457317073170791	0.629855712030017	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.660332601321792
Pseudomonadaceae	3.389583333333336	0.6401568882047165	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.6604793291001044
Caulobacteraceae	3.120833333333268	0.6813631173788106	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.6920094160878545
Lactobacillaceae	1.4436117193989237	0.9194838379314949	5	Kruskal-Wallis rank sum test	0.054073937833363984	0.045153577340445096	0.05720066212985102	0.05922383667463675	0.07311017105021152	0.07513334559499724	0.9194838379314949
Actinomycetales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alteromonadaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacilli Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Candidatus Saccharibacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chitinophagaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Clostridiales Incertae Sedis XIII	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cytophagaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gammaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geodermatophilaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp2 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Leuconostocaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Moraxellaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Nocardiaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paenibacillaceae 1	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phyllobacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Planococcaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhizobiaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhodobacteraceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonadales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Xanthomonadaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
