genus	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Bacteroides	26.538430267735563	7.014543171017889e-5	5	Kruskal-Wallis rank sum test	0.17098123965422107	0.2944638587456318	0.6139415118631598	0.2921188155232665	0.0010422414321623445	0.03059285144994176	5.060491859091477e-4
Clostridium XVIII	26.331699685013266	7.694236434640341e-5	5	Kruskal-Wallis rank sum test	0	0	0.0011560997398775584	0.0019082214456501746	0.0030041076574091104	0.003985040770032493	5.180785865991163e-4
Clostridiales Unclassified	25.048953295042313	1.3633372746314236e-4	5	Kruskal-Wallis rank sum test	0.002184108883575501	0.0029198087180430385	0.0016027746393757062	0.02213996689350745	0.012445588866409172	0.01241493470663969	8.606066546110861e-4
Alistipes	22.767938318923242	3.7384709005969024e-4	5	Kruskal-Wallis rank sum test	9.196247930844215e-5	0.008161670038624242	0	0.016484274416038256	3.0654159769480714e-5	0.035926675249831404	0.0022210915350605125
Blautia	21.85535954552249	5.57804275897779e-4	5	Kruskal-Wallis rank sum test	0	0	6.568748522031583e-4	0	4.904665563116915e-4	3.0654159769480714e-5	0.003129901770315315
Porphyromonadaceae Unclassified	21.310939766394387	7.074794531306178e-4	5	Kruskal-Wallis rank sum test	0.42652197903255473	0.1317592422291705	2.627499408812633e-4	0.14061063086260805	2.1457911838636504e-4	0.14395193427748146	0.0037608118297996
Coriobacteriaceae Unclassified	20.31158036503979	0.0010921523932101457	5	Kruskal-Wallis rank sum test	6.437373551590951e-4	7.356998344675372e-4	0	1.839249586168843e-4	2.1457911838636504e-4	7.050456746980565e-4	0.005252732938772605
Roseburia	20.36688176519567	0.0010663042900179937	5	Kruskal-Wallis rank sum test	0	0	0	0.0017702777266875114	0	3.0654159769480714e-5	0.005252732938772605
Anaerofustis	19.402439024390226	0.0016169963382581772	5	Kruskal-Wallis rank sum test	0	0	0	0	1.2261663907792286e-4	0	0.007423483189276177
Bilophila	18.790130796670663	0.0021030151146717926	5	Kruskal-Wallis rank sum test	0	0	0	0.004322236527496782	0	0	0.008850188607577126
Butyricimonas	18.790130796670663	0.0021030151146717926	5	Kruskal-Wallis rank sum test	0	0	0	0.009058304211881552	0	0	0.008850188607577126
Enterococcus	18.053575336470093	0.0028800038644612017	5	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	7.882498226437898e-5	4.5981239654221075e-5	0.0013487830298571516	4.2915823677273007e-4	0.011635215612423255
Oscillibacter	17.503300423664697	0.0036378660797385357	5	Kruskal-Wallis rank sum test	0.00636840169210962	0.006920176567960272	0.0015764996452875797	0.006966157807614493	0.014162221813500093	0.0017166329470909203	0.014131710540522773
Butyricicoccus	17.199234022181425	0.004137040120336431	5	Kruskal-Wallis rank sum test	0.0013794371896266324	0.002299061982711054	1.0509997635250532e-4	0.0016093433878977376	9.196247930844216e-5	0.001195512231009748	0.015475594524221464
Anaeroplasma	15.731240288821846	0.007654792222472776	5	Kruskal-Wallis rank sum test	0.007173073386058488	0.008299613757586904	2.3647494679313697e-4	2.2990619827110538e-5	0.00600821531481822	0.003739807491876648	0.02761192908820537
Lachnospiraceae Unclassified	15.204469948655998	0.009523480884158211	5	Kruskal-Wallis rank sum test	0.14061063086260805	0.2768760345778922	0.06947108436900602	0.22507816810741219	0.38290110968058366	0.282937894672307	0.033167985148275146
Firmicutes Unclassified	14.515759914418886	0.012644762628211313	5	Kruskal-Wallis rank sum test	0.0018622402059959536	0.00983998528600331	7.882498226437898e-5	0.0075409233032922565	0.011250076635399424	0.003893078290724051	0.042570700848311424
Dorea	14.426721014492747	0.013114395843601866	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	6.831498462912846e-4	2.528968180982159e-4	5.824290356201337e-4	0	0.04272754774850931
Oxalobacteraceae Unclassified	13.781250000000016	0.017060307760332412	5	Kruskal-Wallis rank sum test	0	0	0	6.897185948133162e-5	0	0	0.05111957544704002
Proteobacteria Unclassified	13.765243902439035	0.017171431505629147	5	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	0	0	0.05111957544704002
Romboutsia	13.759916795665646	0.017208569952468916	5	Kruskal-Wallis rank sum test	0	0	0	6.897185948133162e-4	0	0	0.05111957544704002
Ruminococcaceae Unclassified	12.938939874612892	0.023957736148198426	5	Kruskal-Wallis rank sum test	0.020323707927165716	0.039382931763840355	0.0084605480963766775	0.02942799337870149	0.027098277236220956	0.031083318006253448	0.06913518145622974
Clostridium XlVb	12.667903913506926	0.02669779393271728	5	Kruskal-Wallis rank sum test	8.276623137759794e-4	0.001793268346514622	9.458997871725479e-4	0.0018622402059959536	0.008429893936607197	0.002268407822941573	0.07490214408901236
Bacteroidetes Unclassified	12.514395070948469	0.028380253848636794	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	2.2990619827110538e-5	0	0.009265219790325548	3.0654159769480714e-5	5.211207160811722e-4	0.07747042266790044
Asaccharobacter	12.197478991596624	0.03217979880196673	5	Kruskal-Wallis rank sum test	0	0	2.627499408812633e-4	9.196247930844215e-5	0	6.130831953896143e-5	0.0833374276666318
Enterorhabdus	12.213395365168541	0.03197792194133553	5	Kruskal-Wallis rank sum test	6.897185948133162e-4	7.356998344675372e-4	7.882498226437898e-5	7.356998344675372e-4	1.839249586168843e-4	8.276623137759794e-4	0.0833374276666318
Clostridium IV	11.832681797479895	0.03715376221667423	5	Kruskal-Wallis rank sum test	0.0013104653301453007	0.0015403715284164061	3.9412491132189494e-4	0.0017013058672061799	0.0034639200539513214	0.0015940163080129975	0.09381324959710242
Unclassified	11.562895660132694	0.04129365534978284	5	Kruskal-Wallis rank sum test	0.005931579915394519	0.003195696155968365	3.678499172337686e-4	0.006529336030899393	0.010269143522776041	8.583164735454601e-4	0.10172339488605041
Olsenella	11.382511210762363	0.044301768915014555	5	Kruskal-Wallis rank sum test	1.149530991355527e-4	1.6093433878977377e-4	2.1019995270501064e-4	0	0	0	0.10653520620039214
Erysipelotrichaceae Unclassified	11.120548418570609	0.04904156179597901	5	Kruskal-Wallis rank sum test	2.299061982711054e-4	5.057936361964318e-4	5.254998817625266e-5	3.9084053706087916e-4	0.0016553246275519587	0.0011648580712402673	0.11519064514869488
Akkermansia	10.78692237994565	0.05577224197453383	5	Kruskal-Wallis rank sum test	0.11440132425970205	0.13019588008092697	0.15764996452875799	0.03492275151738091	0.08111090675004598	0.09499724112562075	0.12802264635063446
Pseudoflavonifractor	10.707570651757695	0.05749636959881336	5	Kruskal-Wallis rank sum test	4.368217767151002e-4	0.0017242964870332904	2.627499408812633e-4	0.0012414934706639692	0.001624670467782478	0.0023910244620194963	0.1290474073217811
Eisenbergiella	9.892246136865293	0.07834661609746556	5	Kruskal-Wallis rank sum test	0	1.6093433878977377e-4	6.043248640269056e-4	3.448592974066581e-4	1.532707988474036e-4	0	0.1720219179531309
Streptococcus	9.451388888888909	0.09235868532990608	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	9.196247930844215e-5	0	0	3.0654159769480714e-5	3.0654159769480714e-5	0.19847291953873436
Enterobacteriaceae Unclassified	9.1165339028708	0.10450532071344361	5	Kruskal-Wallis rank sum test	6.207467353319846e-4	8.046716939488688e-4	0.010799022570219922	2.98878057752437e-4	6.743915149285758e-4	7.050456746980566e-4	0.21989661233453758
Clostridium sensu stricto	8.963414634146305	0.11053235326522376	5	Kruskal-Wallis rank sum test	0	0	0	4.5981239654221075e-5	0	0	0.22327535359575199
Veillonellaceae Unclassified	8.963414634146305	0.11053235326522376	5	Kruskal-Wallis rank sum test	0	4.5981239654221075e-5	0	0	0	0	0.22327535359575199
Acetatifactor	7.690866732328223	0.17411566700354714	5	Kruskal-Wallis rank sum test	0.0013104653301453007	0.0037014897921647965	0.0021019995270501065	0.00425326466801545	0.003954386610263013	0.007908773220526025	0.3448173013207502
Clostridia Unclassified	7.460999923902305	0.18854972605777767	5	Kruskal-Wallis rank sum test	0.0019771933051315064	0.0024140150818466066	0.0016290496334638324	0.002092146404267059	6.130831953896144e-4	0.004168965728649378	0.3662215833045297
Prevotella	7.269230769230779	0.20137487589149716	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	0	4.5981239654221075e-5	0	0	0.38375212198190967
Anaerotruncus	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	3.0654159769480714e-5	0	0.40727932399681044
Bacteroidales Unclassified	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	9.809331126233829e-4	0.40727932399681044
Brachybacterium	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	3.0654159769480714e-5	0	0.40727932399681044
Burkholderia	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	6.130831953896143e-5	0	0.40727932399681044
Catabacter	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	3.0654159769480714e-5	0.40727932399681044
Chryseobacterium	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	6.130831953896143e-5	0	0.40727932399681044
Desulfovibrionales Unclassified	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	6.130831953896143e-5	0.40727932399681044
Dietzia	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	3.0654159769480714e-5	0	0.40727932399681044
Facklamia	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	3.0654159769480714e-5	0	0.40727932399681044
Hungatella	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	3.0654159769480714e-5	0	0.40727932399681044
Jeotgalicoccus	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	1.2261663907792286e-4	0	0.40727932399681044
Kytococcus	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	6.130831953896143e-5	0	0.40727932399681044
Micrococcus	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	1.532707988474036e-4	0	0.40727932399681044
Micromonosporaceae Unclassified	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	6.130831953896143e-5	0	0.40727932399681044
Nocardiopsis	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	0	3.0654159769480714e-5	0.40727932399681044
Phenylobacterium	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	3.0654159769480714e-5	0	0.40727932399681044
Ralstonia	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	6.130831953896143e-5	0	0.40727932399681044
Staphylococcaceae Unclassified	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	1.2261663907792286e-4	0	0.40727932399681044
Staphylococcus	6.1666666666664725	0.29033773591851836	5	Kruskal-Wallis rank sum test	0	0	0	0	6.130831953896143e-5	0	0.40727932399681044
Acetitomaculum	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	2.2990619827110538e-5	0	0	0.5119876723286033
Acidaminococcus	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	2.2990619827110538e-5	0	0	0.5119876723286033
Alphaproteobacteria Unclassified	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	0	0	2.2990619827110538e-5	0	0	0.5119876723286033
Anaerococcus	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.5119876723286033
Aquabacterium	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	0	0	0.5119876723286033
Bacillus	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.5119876723286033
Barnesiella	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.5119876723286033
Bradyrhizobium	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	0	0	0.5119876723286033
Brevibacterium	4.4186507936507216	0.4908408968433713	5	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	9.196247930844216e-5	0	0.5119876723286033
Clostridium XlVa	4.765504023075754	0.44516344792094226	5	Kruskal-Wallis rank sum test	0.0012874747103181902	0.005747654956777635	0.007146798391970362	0.0024829869413279383	0.0037398074918766474	0.015449696523818283	0.5119876723286033
Corynebacterium	4.375000000000079	0.49678011770498143	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	0	0	6.130831953896143e-5	0	0.5119876723286033
Cytophagales Unclassified	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.5119876723286033
Diplorickettsia	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	0	0	0.5119876723286033
Faecalibacterium	5.295045045045007	0.3809433554805293	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	5.254998817625266e-5	2.2990619827110538e-5	6.130831953896143e-5	0	0.5119876723286033
Fusobacterium	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.5119876723286033
Gp6 Unclassified	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	0	0	0.5119876723286033
Labilithrix	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	0	0	0	0	0.5119876723286033
Listeria	5.142857142857107	0.39869582629789524	5	Kruskal-Wallis rank sum test	0	0	2.627499408812633e-5	0	0	0	0.5119876723286033
Mucilaginibacter	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.5119876723286033
Pediococcus	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	0	4.5981239654221075e-5	0	0	0	0	0.5119876723286033
Pedobacter	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	0	0	0	0	0.5119876723286033
Phascolarctobacterium	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.5119876723286033
Pseudomonadaceae Unclassified	5.142857142857107	0.39869582629789524	5	Kruskal-Wallis rank sum test	0	0	2.627499408812633e-5	0	0	0	0.5119876723286033
Pseudomonas	4.375000000000079	0.49678011770498143	5	Kruskal-Wallis rank sum test	0	0	0	2.2990619827110538e-5	3.0654159769480714e-5	0	0.5119876723286033
Roseomonas	4.375000000000079	0.49678011770498143	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	3.0654159769480714e-5	0	0.5119876723286033
Sphingomonas	4.3750000000001865	0.49678011770496683	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.5119876723286033
Brevundimonas	3.457317073170791	0.629855712030017	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	2.2990619827110538e-5	0	0	0	0	0.6425800698488051
Ruminococcus	3.1241292569659684	0.6808555689456596	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	0	4.8280301636932134e-4	3.985040770032493e-4	0	0.6876641246351162
Lactobacillus	1.4436117193989237	0.9194838379314949	5	Kruskal-Wallis rank sum test	0.06292532646680155	0.05037244804119919	0.06048503639086681	0.05618907485745816	0.1787137514560726	0.07706455766047453	0.9194838379314949
Acinetobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Actinomycetales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Adhaeribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alishewanella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerovorax	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacilli Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Candidatus Saccharibacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chitinophagaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cloacibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dactylosporangium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enhydrobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enterococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Escherichia/Shigella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gammaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geobacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geodermatophilus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gordonibacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp2 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Hydrogenoanaerobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Megasphaera	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Neorhizobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Odoribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paracoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paraprevotella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pectinatus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Peptostreptococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phyllobacteriaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Planomicrobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Prevotellaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhodococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Saccharibacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonadales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Stenotrophomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Subdoligranulum	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Terrisporobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Weissella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
