family	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Clostridia Unclassified	10.008762672506556	0.07498734011524527	5	Kruskal-Wallis rank sum test	0	0	0	6.437373551590951e-4	0	1.839249586168843e-4	0.11698025057978263
Enterobacteriaceae	8.524658331646096	0.12959328047465743	5	Kruskal-Wallis rank sum test	0.016093433878977378	0.043498252712893135	0.12286187235607872	0.0024829869413279383	0.12856354607320214	0.03623321684752621	0.19438992071198613
Proteobacteria Unclassified	7.953947368421011	0.15879200813402075	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.2293662339713633
Paenibacillaceae 1	6.799999999999883	0.23594453769453053	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.32863703464595323
Ruminococcaceae	6.50723386661265	0.25994093836894916	5	Kruskal-Wallis rank sum test	0.008368585617068235	0.012598859665256574	0.0036784991723376862	0.018760345778922202	0.0036784991723376862	0.0077248482619091405	0.34957574470306957
Peptostreptococcaceae	5.80419769803654	0.3257400006984388	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.4234620009079704
Micrococcaceae	5.499999999999927	0.35794588085096646	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.43624654228711535
Streptococcaceae	5.54974489795917	0.35252200090559527	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.43624654228711535
Anaeroplasmataceae	5.214233186157737	0.39029842205084764	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.46126177151463815
Clostridiaceae 1	4.532894736842065	0.4754943359995193	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5298365458280359
Clostridiales Incertae Sedis XIII	4.571428571428558	0.4703837930034241	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5298365458280359
Burkholderiaceae	3.7871621621621245	0.5804480220626203	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5957229700116367
Candidatus Saccharibacteria Unclassified	3.875000000000078	0.5675497613896745	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5957229700116367
Corynebacteriaceae	3.875000000000078	0.5675497613896745	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5957229700116367
Bacteroidales Unclassified	2.0237161531279475	0.8458538193729104	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.8458538193729104
Acetobacteraceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Acidaminococcaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Actinomycetales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Aerococcaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alphaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alteromonadaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillaceae 1	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacilli Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bradyrhizobiaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevibacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Burkholderiales incertae sedis	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Catabacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Caulobacteraceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chitinophagaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Clostridiales Incertae Sedis XI	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Coxiellaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cytophagaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cytophagales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dermabacteraceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dermacoccaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Desulfovibrionales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dietziaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Flavobacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Fusobacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gammaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geodermatophilaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp2 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp6 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Labilitrichaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Leuconostocaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Listeriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micromonosporaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Moraxellaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Nocardiaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Nocardiopsaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phyllobacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Planococcaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pseudomonadaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhizobiaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhodobacteraceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingobacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonadaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonadales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Staphylococcaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonellaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Xanthomonadaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
