family	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Firmicutes Unclassified	9.155077588528345	0.10303622573697044	5	Kruskal-Wallis rank sum test	0.0013794371896266324	0.0014713996689350744	0.002207099503402612	0.011955122310097481	0.006897185948133162	0.0016553246275519589	0.21036562754631463
Clostridiales Unclassified	8.697478922606756	0.12175634067125578	5	Kruskal-Wallis rank sum test	0.01563362148243517	0.012231009748022804	0.028508368585617068	0.052602538164428905	0.012782784623873458	0.005149898841272761	0.23864242771566133
Ruminococcaceae	8.205243902439037	0.14528110158625124	5	Kruskal-Wallis rank sum test	0.008368585617068236	0.012966709582490344	0.022806694868493654	0.0281405186683833	0.03218686775795475	0.016369321316902705	0.2737989991433196
Enterobacteriaceae	7.04781616599056	0.21710838135900923	5	Kruskal-Wallis rank sum test	1.839249586168843e-4	4.598123965422108e-4	7.356998344675372e-4	1.839249586168843e-4	0.001103549751701306	3.678499172337686e-4	0.38612053888923775
Rhizobiaceae	7.000000000000047	0.22064030793670728	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.38612053888923775
Caulobacteraceae	5.4736842105263195	0.36084013259066283	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5357929241497721
Gp2 Unclassified	5.4736842105263195	0.36084013259066283	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5357929241497721
Lactobacillales Unclassified	5.66666666666676	0.34001609192153887	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5357929241497721
Oxalobacteraceae	5.66666666666676	0.34001609192153887	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5357929241497721
Veillonellaceae	5.66666666666676	0.34001609192153887	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5357929241497721
Bacillaceae 1	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5824992727168746
Cytophagaceae	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5824992727168746
Desulfovibrionales Unclassified	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5824992727168746
Micromonosporaceae	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5824992727168746
Streptococcaceae	4.789473684210555	0.44210971266981336	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5824992727168746
Alteromonadaceae	4.000000000000055	0.5494159513527724	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5827105601296595
Clostridiales Incertae Sedis XIII	4.3007518796991375	0.5069760417938678	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5827105601296595
Eubacteriaceae	4.000000000000055	0.5494159513527724	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5827105601296595
Flavobacteriaceae	4.000000000000055	0.5494159513527724	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5827105601296595
Fusobacteriaceae	3.99871299871292	0.5496012634360212	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5827105601296595
Geodermatophilaceae	4.000000000000055	0.5494159513527724	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5827105601296595
Proteobacteria Unclassified	4.27747252747255	0.5101966756542724	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5827105601296595
Pseudomonadaceae	4.476403723483242	0.48304673341186033	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5827105601296595
Staphylococcaceae	3.9342105263157987	0.5589264556345713	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0.5827105601296595
Unclassified	3.828086797066009	0.5744233023777895	5	Kruskal-Wallis rank sum test	0.003954386610263013	0.010115872723928637	0.0073569983446753725	0.01149530991355527	0.002850836858561707	0.001103549751701306	0.5863904545106601
Lactobacillaceae	2.77610627177701	0.7344559644818734	5	Kruskal-Wallis rank sum test	0.048832076512782784	0.04708478940592238	0.030531543130402794	0.06271841088835756	0.044785727423211324	0.04156704064741586	0.7344559644818734
Acetobacteraceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Acidaminococcaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Actinomycetales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Aerococcaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alphaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacilli Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bradyrhizobiaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevibacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Burkholderiaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Burkholderiales incertae sedis	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Candidatus Saccharibacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Catabacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chitinophagaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Clostridiales Incertae Sedis XI	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Corynebacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Coxiellaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cytophagales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dermabacteraceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dermacoccaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dietziaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gammaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp6 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Labilitrichaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Leuconostocaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Listeriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Moraxellaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Nocardiaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Nocardiopsaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paenibacillaceae 1	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phyllobacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Planococcaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhodobacteraceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingobacteriaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonadaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonadales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Xanthomonadaceae	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
