genus	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Clostridium XVIII	16.781901989325572	0.00493254915603159	5	Kruskal-Wallis rank sum test	0	0	0.00298878057752437	3.678499172337686e-4	0.003739807491876648	3.2186867757954754e-4	0.021627330914907743
Dorea	15.999999999999993	0.006844073922420455	5	Kruskal-Wallis rank sum test	0	0	8.276623137759793e-4	1.839249586168843e-4	7.970081540064986e-4	0	0.02786515811271185
Enterorhabdus	15.133716993906575	0.00980600792624581	5	Kruskal-Wallis rank sum test	0.0016093433878977376	0.0013794371896266324	0	0.004138311568879897	0	0.0013794371896266324	0.037262830119734074
Anaerovorax	14.814814814814811	0.011183616751800044	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	6.130831953896143e-5	0	0.039841634678287656
Lactobacillus	14.287878787878782	0.013880562961011127	5	Kruskal-Wallis rank sum test	0.02818649990803752	0.032140886518300535	0.013610446937649439	0.06933970939856539	0.013610446937649439	0.06437373551590951	0.04650290658683231
Porphyromonadaceae unclassified	14.14983713355049	0.014685128395841782	5	Kruskal-Wallis rank sum test	0.3071546808901968	0.18567224572374472	5.97756115504874e-4	0.19928269266139415	3.065415976948072e-4	0.17675188523082583	0.04650290658683231
Alistipes	13.813795853269545	0.01683648981328375	5	Kruskal-Wallis rank sum test	0	0.0656612102262277	4.5981239654221075e-5	0.05002758874379253	0	0.02363435718226963	0.05050946943985125
Turicibacter	13.656284153005465	0.017946649550283408	5	Kruskal-Wallis rank sum test	0.06193672981423579	0.03080743056832812	0.06860400956409785	0	0.03562013365213659	9.196247930844215e-5	0.051147951218307716
Asaccharobacter	13.043814432989693	0.02297162084542954	5	Kruskal-Wallis rank sum test	0	0	4.1383115688798966e-4	0	1.2261663907792286e-4	9.196247930844215e-5	0.06235154229473733
Clostridium IV	12.739035087719298	0.02595096443308992	5	Kruskal-Wallis rank sum test	0.0015173809085892956	3.678499172337686e-4	6.437373551590951e-4	0.001103549751701306	0.0020844828643246886	0.0014713996689350744	0.06723658966755115
Anaerostipes	12.599999999999977	0.02742990333210827	5	Kruskal-Wallis rank sum test	0	0	0	0	0.0020231745447857274	0	0.06797845608392049
Butyricicoccus	12.123766919018129	0.03313068467776283	5	Kruskal-Wallis rank sum test	9.196247930844216e-4	0.002253080743056833	0	8.276623137759794e-4	4.904665563116914e-4	5.51774875850653e-4	0.07868537610968673
Clostridium sensu stricto	11.89226519337017	0.03629419105895063	5	Kruskal-Wallis rank sum test	0	0	6.897185948133162e-4	0	6.130831953896143e-5	0	0.08275075561440744
Olsenella	11.19234317343174	0.047696970691267916	5	Kruskal-Wallis rank sum test	6.437373551590951e-4	4.5981239654221075e-5	8.736435534302004e-4	0	0	0	0.10456643574624121
Blautia	10.805436337625174	0.05537702700826419	5	Kruskal-Wallis rank sum test	0	4.5981239654221075e-5	5.057936361964318e-4	0	0.00815400649868187	9.196247930844215e-5	0.11690705701744662
Coriobacteriaceae unclassified	10.654362416107382	0.05868035687998039	5	Kruskal-Wallis rank sum test	9.656060327386427e-4	6.437373551590951e-4	1.839249586168843e-4	0.0012874747103181902	0	4.138311568879897e-4	0.11945644079138865
Akkermansia	10.24242424242425	0.06865054013729172	5	Kruskal-Wallis rank sum test	0.036003310649255105	0.11660842376310464	0.23749310281405187	0.021151370240941696	0.10085218564159154	0.15629023358469743	0.13493382026984924
Bacteroidales unclassified	9.50000000000001	0.09070739170404692	5	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	0	0	0.15206827432737277
Candidatus Saccharibacteria unclassified	9.50000000000001	0.09070739170404692	5	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	0	0	0.15206827432737277
Erysipelotrichaceae unclassified	9.574971164936569	0.08821391392868053	5	Kruskal-Wallis rank sum test	0.003034761817178591	2.2990619827110536e-4	1.3794371896266324e-4	9.196247930844215e-5	4.904665563116914e-4	1.3794371896266324e-4	0.15206827432737277
Prevotella	9.50000000000001	0.09070739170404692	5	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	0	0	0.15206827432737277
Roseburia	9.50000000000001	0.09070739170404692	5	Kruskal-Wallis rank sum test	0	0	0	8.276623137759794e-4	0	0	0.15206827432737277
Enterococcus	9.276674454828665	0.09852453023460343	5	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	4.904665563116914e-4	1.839249586168843e-4	0.160454234953497
Unclassified	9.01004147566033	0.10866430694827464	5	Kruskal-Wallis rank sum test	0.003954386610263013	3.2186867757954754e-4	3.678499172337686e-4	0.0013794371896266324	0.022868003188032615	0.0011955122310097481	0.17205181933476818
Clostridia unclassified	8.909130340490126	0.11274399905377878	5	Kruskal-Wallis rank sum test	0.0027588743792532643	0.0027128931395990438	0.0014254184292808534	0.0024829869413279383	0.008031389859603949	5.51774875850653e-4	0.17368670124501057
Acetatifactor	7.206137497289085	0.20575546248878568	5	Kruskal-Wallis rank sum test	0.010713628839433512	0.0035865366930292438	0.021887070075409236	0.015081846606584513	0.005762982036662375	0.015633621482435165	0.30863319373317855
Anaeroplasma	6.809105431309912	0.235228890573439	5	Kruskal-Wallis rank sum test	3.678499172337686e-4	0.0018392495861688431	0	0	0.005027282202194837	0.006023542394702961	0.3437960708381031
Firmicutes unclassified	6.554381329810658	0.25594561303769753	5	Kruskal-Wallis rank sum test	0.0013794371896266324	0.001195512231009748	5.51774875850653e-4	0.0031267242964870333	0.004904665563116915	6.897185948133162e-4	0.36472249857871897
Eisenbergiella	6.3673469387754995	0.2720970076383439	5	Kruskal-Wallis rank sum test	0	3.2186867757954754e-4	6.897185948133162e-4	2.758874379253265e-4	3.6784991723376866e-4	0	0.3782812057411122
Oscillibacter	6.145021645021643	0.29236240433207716	5	Kruskal-Wallis rank sum test	0.016599227515173808	0.0059775611550487405	0.012552878425602354	0.013794371896266323	0.019434737293850774	0.002804855618907486	0.3878772966568238
Peptostreptococcaceae unclassified	5.999999999999963	0.30621891841328197	5	Kruskal-Wallis rank sum test	0	0	0	0	6.130831953896143e-5	0	0.3878772966568238
Prevotellaceae unclassified	5.999999999999963	0.30621891841328197	5	Kruskal-Wallis rank sum test	0	0	0	0	6.130831953896143e-5	0	0.3878772966568238
Romboutsia	5.999999999999963	0.30621891841328197	5	Kruskal-Wallis rank sum test	0	0	0	0	6.130831953896143e-5	0	0.3878772966568238
Lachnospiraceae unclassified	5.813852813852819	0.3247553381668803	5	Kruskal-Wallis rank sum test	0.30485561890748575	0.13992091226779474	0.15348537796578995	0.24894243148795292	0.3617190852798725	0.27432407577708295	0.4024142233806995
Clostridiales unclassified	5.711805555555562	0.3352789211746045	5	Kruskal-Wallis rank sum test	0.003586536693029244	0.0033106492551039177	0.00818466065845135	0.0287842560235424	0.02433940285696769	0.020231745447857274	0.4066148618500523
Clostridium XlVb	5.416666666666672	0.36717022861659077	5	Kruskal-Wallis rank sum test	0.0034945742137208018	0.001195512231009748	0.0026669118999448223	0.0022070995034026114	0.0034945742137208018	0.0010115872723928637	0.43601464648220156
Megasphaera	4.249999999999991	0.5140118424932232	5	Kruskal-Wallis rank sum test	0	0	0	0	0	4.5981239654221075e-5	0.542568055965069
Phenylobacterium	4.249999999999991	0.5140118424932232	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	0	0	0	0	0.542568055965069
Ruminococcaceae unclassified	4.305284816980724	0.5063502357769172	5	Kruskal-Wallis rank sum test	0.051728894610998714	0.030991355526945007	0.022852676108147875	0.034669854699282694	0.032248176077493716	0.02818649990803752	0.542568055965069
Ruminococcus	4.4333333333333504	0.48885245095001617	5	Kruskal-Wallis rank sum test	1.3794371896266324e-4	0	0	0	0.001103549751701306	0	0.542568055965069
Streptococcus	4.249999999999991	0.5140118424932232	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	0	0	0	0	0.542568055965069
Subdoligranulum	4.249999999999991	0.5140118424932232	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	0	0	0	0	0.542568055965069
Clostridium XlVa	4.006827048114428	0.5484334408856812	5	Kruskal-Wallis rank sum test	0.007770829501563363	0.010805591318741953	0.013334559499724114	0.004046349089571455	0.0073569983446753725	0.00892036049291889	0.568376475099706
Enterobacteriaceae unclassified	3.1873752495009984	0.6711235617477004	5	Kruskal-Wallis rank sum test	4.138311568879897e-4	5.057936361964318e-4	3.678499172337686e-4	9.196247930844215e-5	6.130831953896143e-5	0.0034945742137208018	0.6831079110646235
Pseudoflavonifractor	1.6994966075727773	0.8889631722675934	5	Kruskal-Wallis rank sum test	0.0021151370240941694	0.0012414934706639692	0.004046349089571455	0.0012874747103181902	0.0042915823677273	0.0036325179326834652	0.8889631722675934
Acetitomaculum	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Acidaminococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Acinetobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Actinomycetales unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Adhaeribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alishewanella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alphaproteobacteria unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerofustis	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerotruncus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Aquabacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillales unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacilli unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacteroidetes unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Barnesiella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brachybacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bradyrhizobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevundimonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Burkholderia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Butyricimonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Catabacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chitinophagaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chryseobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cloacibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Corynebacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cytophagales unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dactylosporangium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Desulfovibrionales unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dietzia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Diplorickettsia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enhydrobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enterococcaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Escherichia/Shigella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Facklamia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Faecalibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Fusobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gammaproteobacteria unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geobacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geodermatophilus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gordonibacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp2 unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp6 unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Hungatella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Hydrogenoanaerobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Jeotgalicoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Kytococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Labilithrix	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillales unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Listeria	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micromonosporaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Mucilaginibacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Neorhizobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Nocardiopsis	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Odoribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Oxalobacteraceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paracoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paraprevotella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pectinatus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pediococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pedobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phascolarctobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phyllobacteriaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Planomicrobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Proteobacteria unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pseudomonadaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pseudomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Ralstonia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhodococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhodospirillaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Roseomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Saccharibacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonadales unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Staphylococcaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Staphylococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Stenotrophomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Terrisporobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonellaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Weissella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
