otu	statistic	p.value	method	alternative	-1	0	p.value.adj
Lachnospiraceae (OTU 45)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0.031910980320029425	6.621298510207835e-4	0.28803838047665287
Lachnospiraceae (OTU 50)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	0.0031267242964870333	0	0.28803838047665287
Clostridiales (OTU 51)	15	0.05675944638601353	Wilcoxon signed rank test with continuity correction	two.sided	3.065415976948072e-4	0	0.28803838047665287
Ruminococcaceae (OTU 55)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.002728220219483784	0	0.28803838047665287
Lachnospiraceae (OTU 56)	21	0.03501498101966251	Wilcoxon signed rank test with continuity correction	two.sided	0.0034026117344123597	3.678499172337686e-5	0.28803838047665287
Bacteroidetes (OTU 59)	36	0.014266186701446927	Wilcoxon signed rank test with continuity correction	two.sided	0.021672490957022866	1.4713996689350744e-4	0.28803838047665287
Clostridium (OTU 61)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	0.0010422414321623445	0	0.28803838047665287
Ruminococcaceae (OTU 63)	21	0.034006402864386984	Wilcoxon signed rank test with continuity correction	two.sided	6.130831953896144e-4	0	0.28803838047665287
Bacteroides (OTU 64)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.013119980381337748	0	0.28803838047665287
Butyricimonas (OTU 65)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.018085954263993623	0	0.28803838047665287
Ruminococcaceae (OTU 66)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0.0023603703022500155	3.678499172337686e-5	0.28803838047665287
Lachnospiraceae (OTU 68)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.0038624241309545703	0	0.28803838047665287
Acetatifactor (OTU 70)	28	0.02201493444367288	Wilcoxon signed rank test with continuity correction	two.sided	0.0010115872723928637	3.678499172337686e-5	0.28803838047665287
Lachnospiraceae (OTU 72)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	5.824290356201337e-4	3.678499172337686e-5	0.28803838047665287
Lachnospiraceae (OTU 73)	45	0.009029910762692462	Wilcoxon signed rank test with continuity correction	two.sided	0.0023910244620194963	4.414199006805223e-4	0.28803838047665287
Bacteria (OTU 75)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.002268407822941573	0	0.28803838047665287
Oscillibacter (OTU 77)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	8.5831647354546e-4	0	0.28803838047665287
Lachnospiraceae (OTU 78)	21	0.03501498101966251	Wilcoxon signed rank test with continuity correction	two.sided	8.5831647354546e-4	0	0.28803838047665287
Ruminococcaceae (OTU 80)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.0014713996689350744	0	0.28803838047665287
Lachnospiraceae (OTU 82)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	1.1035497517013058e-4	0.28803838047665287
Ruminococcaceae (OTU 84)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.001869903745938324	0	0.28803838047665287
Lachnospiraceae (OTU 85)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	4.2915823677273007e-4	0	0.28803838047665287
Lachnospiraceae (OTU 91)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.0031267242964870333	0	0.28803838047665287
Pseudoflavonifractor (OTU 95)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	0.0030041076574091104	0	0.28803838047665287
Lachnospiraceae (OTU 97)	21	0.034006402864386984	Wilcoxon signed rank test with continuity correction	two.sided	6.437373551590951e-4	0	0.28803838047665287
Clostridium (OTU 99)	28	0.022254124823099145	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0.0016185396358285818	0.28803838047665287
Lachnospiraceae (OTU 104)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.0017779412666298817	0	0.28803838047665287
Lachnospiraceae (OTU 105)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.001072895591931825	0	0.28803838047665287
Lachnospiraceae (OTU 107)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	9.80933112623383e-4	0	0.28803838047665287
Lachnospiraceae (OTU 108)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.002728220219483784	0	0.28803838047665287
Lachnospiraceae (OTU 110)	15	0.05675944638601353	Wilcoxon signed rank test with continuity correction	two.sided	9.196247930844216e-4	0	0.28803838047665287
Lachnospiraceae (OTU 114)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.002513641101097419	0	0.28803838047665287
Ruminococcaceae (OTU 115)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	2.1457911838636504e-4	0.0013978296854883208	0.28803838047665287
Lachnospiraceae (OTU 116)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.28803838047665287
Lachnospiraceae (OTU 120)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.0019618662252467657	0	0.28803838047665287
Clostridiales (OTU 123)	28	0.02201493444367288	Wilcoxon signed rank test with continuity correction	two.sided	0.0012874747103181902	3.678499172337686e-5	0.28803838047665287
Clostridium (OTU 128)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0.003341303414873398	5.14989884127276e-4	0.28803838047665287
Lachnospiraceae (OTU 130)	45	0.008316456210828183	Wilcoxon signed rank test with continuity correction	two.sided	0.001103549751701306	2.2070995034026116e-4	0.28803838047665287
Butyricicoccus (OTU 131)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	8.889706333149408e-4	3.678499172337686e-4	0.28803838047665287
Ruminococcaceae (OTU 133)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.0022377536631720926	0	0.28803838047665287
Lachnospiraceae (OTU 136)	21	0.03501498101966251	Wilcoxon signed rank test with continuity correction	two.sided	0.0010422414321623445	0	0.28803838047665287
Clostridiales (OTU 138)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.0016859787873214395	0	0.28803838047665287
Lachnospiraceae (OTU 143)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.28803838047665287
Lachnospiraceae (OTU 146)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	5.211207160811722e-4	0	0.28803838047665287
Clostridiales (OTU 148)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.004383544847035743	0	0.28803838047665287
Rhodospirillaceae (OTU 150)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.0024216786217889767	3.678499172337686e-5	0.28803838047665287
Ruminococcaceae (OTU 152)	36	0.014029060898300376	Wilcoxon signed rank test with continuity correction	two.sided	6.130831953896144e-4	0.0016921096192753357	0.28803838047665287
Lachnospiraceae (OTU 153)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.0074489608239838145	0	0.28803838047665287
Clostridium (OTU 154)	21	0.034006402864386984	Wilcoxon signed rank test with continuity correction	two.sided	1.2261663907792286e-4	4.0463490895714546e-4	0.28803838047665287
Clostridiales (OTU 160)	21	0.036031686218233556	Wilcoxon signed rank test with continuity correction	two.sided	0.001961866225246766	0	0.28803838047665287
Alistipes (OTU 161)	28	0.022254124823099145	Wilcoxon signed rank test with continuity correction	two.sided	0.001961866225246766	7.356998344675372e-5	0.28803838047665287
Lachnospiraceae (OTU 169)	21	0.03501498101966251	Wilcoxon signed rank test with continuity correction	two.sided	0.002820182698792226	0	0.28803838047665287
Lachnospiraceae (OTU 175)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	6.130831953896144e-4	0	0.28803838047665287
Ruminococcaceae (OTU 180)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	3.371957574642879e-4	0	0.28803838047665287
Lachnospiraceae (OTU 183)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.0016859787873214397	0	0.28803838047665287
Lachnospiraceae (OTU 193)	28	0.02201493444367288	Wilcoxon signed rank test with continuity correction	two.sided	6.130831953896144e-4	1.4713996689350744e-4	0.28803838047665287
Alistipes (OTU 194)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.003341303414873398	0	0.28803838047665287
Lachnospiraceae (OTU 197)	21	0.0335052567908282	Wilcoxon signed rank test with continuity correction	two.sided	5.211207160811722e-4	0	0.28803838047665287
Lachnospiraceae (OTU 200)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.28803838047665287
Lachnospiraceae (OTU 201)	21	0.034006402864386984	Wilcoxon signed rank test with continuity correction	two.sided	3.985040770032493e-4	0	0.28803838047665287
Lachnospiraceae (OTU 206)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	8.889706333149408e-4	0	0.28803838047665287
Lachnospiraceae (OTU 208)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.0016859787873214395	0	0.28803838047665287
Romboutsia (OTU 212)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0.007816810741217584	6.253448592974067e-4	0.28803838047665287
Lachnospiraceae (OTU 223)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.28803838047665287
Acetatifactor (OTU 231)	28	0.021067886715212834	Wilcoxon signed rank test with continuity correction	two.sided	4.598123965422108e-4	4.414199006805223e-4	0.28803838047665287
Acetatifactor (OTU 237)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.002391024462019496	0	0.28803838047665287
Lachnospiraceae (OTU 243)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	0.0025442952608668995	1.1035497517013058e-4	0.28803838047665287
Clostridiales (OTU 246)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	3.371957574642879e-4	0	0.28803838047665287
Roseburia (OTU 252)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	8.276623137759794e-4	0	0.28803838047665287
Firmicutes (OTU 256)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.001072895591931825	0	0.28803838047665287
Bacteroides (OTU 266)	21	0.034006402864386984	Wilcoxon signed rank test with continuity correction	two.sided	8.583164735454601e-4	0	0.28803838047665287
Clostridiales (OTU 276)	15	0.05447403510619558	Wilcoxon signed rank test with continuity correction	two.sided	6.130831953896144e-4	0	0.28803838047665287
Ruminococcaceae (OTU 288)	21	0.03501498101966251	Wilcoxon signed rank test with continuity correction	two.sided	7.66353994237018e-4	0	0.28803838047665287
Clostridium_sensu (OTU 291)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	0.003157378456256514	3.678499172337686e-5	0.28803838047665287
Bacteria (OTU 298)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.0010115872723928637	0	0.28803838047665287
Firmicutes (OTU 304)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.0019005579057078045	0	0.28803838047665287
Clostridiales (OTU 310)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	0.0010422414321623445	0	0.28803838047665287
Clostridia (OTU 316)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	4.598123965422108e-4	0	0.28803838047665287
Lachnospiraceae (OTU 332)	21	0.0355223366234146	Wilcoxon signed rank test with continuity correction	two.sided	6.743915149285758e-4	0	0.28803838047665287
Erysipelotrichaceae (OTU 342)	21	0.030544849976475236	Wilcoxon signed rank test with continuity correction	two.sided	1.532707988474036e-4	1.839249586168843e-4	0.28803838047665287
Oscillibacter (OTU 361)	15	0.059058229090536735	Wilcoxon signed rank test with continuity correction	two.sided	0.0014407455091655938	0	0.28803838047665287
Lachnospiraceae (OTU 362)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	8.583164735454601e-4	0	0.28803838047665287
Oscillibacter (OTU 413)	15	0.0477148802373512	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.28803838047665287
Ruminococcaceae (OTU 430)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	3.371957574642879e-4	3.678499172337686e-5	0.28803838047665287
Lachnospiraceae (OTU 480)	15	0.0579072654172973	Wilcoxon signed rank test with continuity correction	two.sided	4.598123965422108e-4	0	0.28803838047665287
Lactobacillus (OTU 18)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	4.2915823677273007e-4	0.016590031267242965	0.2905917970470504
Lactobacillus (OTU 31)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	2.452332781558457e-4	0.005995953650910428	0.2905917970470504
Lachnospiraceae (OTU 67)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.004168965728649378	0	0.2905917970470504
Lachnospiraceae (OTU 79)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0022377536631720926	0	0.2905917970470504
Lachnospiraceae (OTU 96)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0015940163080129972	0	0.2905917970470504
Lachnospiraceae (OTU 98)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	3.065415976948072e-4	1.4713996689350744e-4	0.2905917970470504
Acetatifactor (OTU 103)	10	0.08897301170181335	Wilcoxon signed rank test with continuity correction	two.sided	5.211207160811722e-4	0	0.2905917970470504
Lachnospiraceae (OTU 106)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	7.050456746980565e-4	0	0.2905917970470504
Lachnospiraceae (OTU 117)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	5.211207160811722e-4	0	0.2905917970470504
Ruminococcaceae (OTU 118)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	9.502789528539022e-4	0	0.2905917970470504
Lachnospiraceae (OTU 121)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.001961866225246766	0	0.2905917970470504
Lachnospiraceae (OTU 122)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	9.196247930844216e-4	0	0.2905917970470504
Lachnospiraceae (OTU 125)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	5.211207160811722e-4	0	0.2905917970470504
Lachnospiraceae (OTU 126)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	4.904665563116914e-4	0	0.2905917970470504
Lachnospiraceae (OTU 127)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	2.452332781558457e-4	0	0.2905917970470504
Bacteria (OTU 129)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.2905917970470504
Lachnospiraceae (OTU 141)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	9.196247930844216e-4	0	0.2905917970470504
Ruminococcus (OTU 162)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.002176445343633131	0	0.2905917970470504
Eisenbergiella (OTU 164)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	6.743915149285758e-4	0	0.2905917970470504
Lachnospiraceae (OTU 165)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.003157378456256514	0	0.2905917970470504
Lachnospiraceae (OTU 173)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0038624241309545707	0	0.2905917970470504
Lachnospiraceae (OTU 176)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	2.4523327815584577e-4	0	0.2905917970470504
Clostridiales (OTU 188)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.002237753663172092	0	0.2905917970470504
Clostridiales (OTU 190)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.003188032616025995	0	0.2905917970470504
Lachnospiraceae (OTU 203)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	4.2915823677273007e-4	0	0.2905917970470504
Lachnospiraceae (OTU 205)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	3.371957574642879e-4	0	0.2905917970470504
Ruminococcaceae (OTU 214)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	3.371957574642879e-4	0	0.2905917970470504
Lachnospiraceae (OTU 218)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.004996628042425357	2.207099503402612e-4	0.2905917970470504
Clostridiales (OTU 219)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	0.007755502421678622	0	0.2905917970470504
Ruminococcaceae (OTU 225)	10	0.08897301170181335	Wilcoxon signed rank test with continuity correction	two.sided	2.4523327815584577e-4	0	0.2905917970470504
Ruminococcaceae (OTU 236)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	5.211207160811722e-4	0	0.2905917970470504
Clostridiales (OTU 244)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.2905917970470504
Acetatifactor (OTU 248)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	2.1457911838636504e-4	0	0.2905917970470504
Lachnospiraceae (OTU 257)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	0.001103549751701306	0	0.2905917970470504
Firmicutes (OTU 259)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	2.758874379253265e-4	0	0.2905917970470504
Bacteria (OTU 265)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	9.196247930844214e-4	0	0.2905917970470504
Lachnospiraceae (OTU 269)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.00211513702409417	0	0.2905917970470504
Clostridiales (OTU 277)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	2.4523327815584577e-4	0	0.2905917970470504
Lachnospiraceae (OTU 278)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0010422414321623445	0	0.2905917970470504
Lachnospiraceae (OTU 281)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	3.065415976948072e-4	3.678499172337686e-5	0.2905917970470504
Clostridiales (OTU 284)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	5.211207160811722e-4	0	0.2905917970470504
Butyricicoccus (OTU 292)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	3.065415976948072e-4	0	0.2905917970470504
Lachnospiraceae (OTU 299)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	7.050456746980565e-4	0	0.2905917970470504
Bacteria (OTU 314)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0012874747103181902	0	0.2905917970470504
Bacteria (OTU 319)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	4.598123965422108e-4	0	0.2905917970470504
Clostridiales (OTU 321)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	6.437373551590951e-4	0	0.2905917970470504
Clostridiales (OTU 327)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.002605603580405861	0	0.2905917970470504
Clostridium (OTU 331)	10	0.09467071984550877	Wilcoxon signed rank test with continuity correction	two.sided	1.2261663907792286e-4	7.356998344675372e-5	0.2905917970470504
Clostridiales (OTU 333)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	4.598123965422108e-4	0	0.2905917970470504
Lachnospiraceae (OTU 338)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	7.663539942370179e-4	0	0.2905917970470504
Firmicutes (OTU 346)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	4.2915823677273e-4	0	0.2905917970470504
Bacteroides (OTU 350)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	6.743915149285758e-4	0	0.2905917970470504
Lachnospiraceae (OTU 353)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0012568205505487096	0	0.2905917970470504
Bacteria (OTU 357)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	4.904665563116915e-4	0	0.2905917970470504
Clostridiales (OTU 360)	10	0.0718606382258516	Wilcoxon signed rank test with continuity correction	two.sided	1.2261663907792286e-4	0	0.2905917970470504
Bacteria (OTU 370)	10	0.08897301170181335	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.2905917970470504
Clostridium (OTU 371)	10	0.08897301170181335	Wilcoxon signed rank test with continuity correction	two.sided	2.14579118386365e-4	0	0.2905917970470504
Lachnospiraceae (OTU 374)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	2.758874379253265e-4	0	0.2905917970470504
Clostridiales (OTU 384)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	3.985040770032493e-4	0	0.2905917970470504
Asaccharobacter (OTU 385)	10	0.08897301170181335	Wilcoxon signed rank test with continuity correction	two.sided	1.532707988474036e-4	0	0.2905917970470504
Bacteria (OTU 390)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	0.0029121451781006684	0	0.2905917970470504
Firmicutes (OTU 394)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	3.985040770032493e-4	0	0.2905917970470504
Clostridiales (OTU 408)	10	0.0718606382258516	Wilcoxon signed rank test with continuity correction	two.sided	1.2261663907792286e-4	0	0.2905917970470504
Firmicutes (OTU 412)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	6.437373551590951e-4	0	0.2905917970470504
Bacteria (OTU 416)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	4.2915823677273007e-4	0	0.2905917970470504
Ruminococcaceae (OTU 424)	10	0.08897301170181335	Wilcoxon signed rank test with continuity correction	two.sided	1.532707988474036e-4	0	0.2905917970470504
Ruminococcaceae (OTU 436)	10	0.09467071984550877	Wilcoxon signed rank test with continuity correction	two.sided	2.4523327815584577e-4	0	0.2905917970470504
Lachnospiraceae (OTU 449)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	0.001072895591931825	0	0.2905917970470504
Bacteria (OTU 452)	10	0.10034824646229079	Wilcoxon signed rank test with continuity correction	two.sided	4.904665563116914e-4	0	0.2905917970470504
Lachnospiraceae (OTU 454)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	0.0011342039114707865	0	0.2905917970470504
Lachnospiraceae (OTU 463)	10	0.09751253817810959	Wilcoxon signed rank test with continuity correction	two.sided	2.4523327815584577e-4	0	0.2905917970470504
Ruminococcaceae (OTU 476)	10	0.09467071984550877	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.2905917970470504
Ruminococcaceae (OTU 499)	10	0.0718606382258516	Wilcoxon signed rank test with continuity correction	two.sided	0	1.4713996689350744e-4	0.2905917970470504
