family	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Betaproteobacteria unclassified	18.744308669970053	0.04363314344989318	10	Kruskal-Wallis rank sum test	0.0062534485929740665	0.03454723806020477	0.03538256391392312	0.023652749678131323	0.0030741743083107804	7.356998344675372e-4	0.002053828704555208	0.005964423658004677	0.006332273575238446	0.005563729998160751	0.007829948238261646	0.1390806447465345
Ruminococcaceae	18.794656736113467	0.04294971562094981	10	Kruskal-Wallis rank sum test	0.020809795317796052	0.0025749494206363803	0.007104101526577157	0.01747287106860401	0.01108804750518931	0.01962742058383037	0.03798050395438661	0.026537744029007593	0.02304316981528679	0.0366470480044142	0.019732520560182872	0.1390806447465345
Clostridiales unclassified	17.10519414899623	0.0720684685199145	10	Kruskal-Wallis rank sum test	0.007698573267821015	9.196247930844214e-4	0.001149530991355527	0.004818833915762369	0.0030741743083107804	0.003599674190073307	0.01241493470663969	0.012559447174124386	0.016343046322814577	0.020231745447857274	0.014713996689350745	0.2162054055597435
Unclassified	16.38753041142748	0.08906332655146425	10	Kruskal-Wallis rank sum test	0.002154549515226359	0	6.667279749862056e-4	1.4713996689350744e-4	3.6784991723376866e-4	4.203999054100213e-4	8.583164735454601e-4	3.4157492314564226e-4	7.094248403794109e-4	0.0011955122310097481	8.145248167319162e-4	0.25234609189581536
Anaeroplasmataceae	15.963577055965615	0.1006798067880373	10	Kruskal-Wallis rank sum test	7.8824982264379e-5	0	0	0	0.005990698652092803	0.0022596494915788643	0.003739807491876648	0.002785149373341391	0.001996899550697601	0.006023542394702961	0.005360098793977771	0.25673350730949507
Burkholderiales unclassified	16.029055849204354	0.09880365899768256	10	Kruskal-Wallis rank sum test	0.00916997293675609	0.014805959168659188	0.03149714916314144	0.04980687879345227	0.020941170288236687	0.027904043721590163	0.017687450186990375	0.013689271919913818	0.009958222759399879	0.006713260989516277	0.018839170761186578	0.25673350730949507
Bacteroidaceae	14.361520364085175	0.15713092432316958	10	Kruskal-Wallis rank sum test	0.025749494206363802	6.130831953896144e-4	0.06090215192201582	0.07176751885230827	0.04973856380882315	0.027404818833915764	0.03059285144994176	0.024383194513781237	0.027641293780708898	4.5981239654221075e-5	0.015239496571113271	0.33390321418673535
Bacteroidales unclassified	14.822480620155025	0.13866917570767776	10	Kruskal-Wallis rank sum test	0.011271972463806195	3.0654159769480714e-5	0	0	3.15299929057516e-4	2.627499408812633e-4	9.809331126233829e-4	0.002207099503402612	0.0017866995979925904	0	0.0013137497044063164	0.33390321418673535
Bacteroidetes unclassified	14.640391078521263	0.14573289946267481	10	Kruskal-Wallis rank sum test	0.011718647363304342	0	0	0	0.0012874747103181902	5.254998817625266e-5	5.211207160811722e-4	6.831498462912845e-4	0.007251898368322867	0	0.0093801728894611	0.33390321418673535
Pseudomonadaceae	14.40717736369924	0.155215846453216	10	Kruskal-Wallis rank sum test	7.882498226437898e-5	0	0	0	0	0	0	0	0	0	2.627499408812633e-5	0.33390321418673535
Clostridiaceae 1	13.639957264957243	0.19005663332131897	10	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	6.897185948133162e-5	0	0	2.627499408812633e-5	0	0	0	0	2.627499408812633e-5	0.3877155319754907
Rikenellaceae	13.375043617631569	0.20345190584190587	10	Kruskal-Wallis rank sum test	0.024751044431015005	0	0.01246091594629391	0.009269817914290969	0.04724243937045114	0.04277569037546967	0.035926675249831404	0.02984839328411151	0.028114243674295172	0.02363435718226963	0.035707716965763685	0.3990787383821999
Bifidobacteriaceae	12.229315413691667	0.27000244085306757	10	Kruskal-Wallis rank sum test	0	0	0.001448409049107964	0.002354239470296119	5.51774875850653e-4	0	0	0	0	0	0	0.4559303996276736
Erysipelotrichaceae	12.120373764064077	0.2770811332074295	10	Kruskal-Wallis rank sum test	7.094248403794109e-4	1.532707988474036e-4	0.013817362516093433	0.0032002942799337873	0.008513098084552933	0.004125174071835834	0.005180553001042241	0.0028902493496938964	0.001523949657111327	5.51774875850653e-4	0.0021019995270501065	0.4559303996276736
Lactobacillaceae	12.235084762815069	0.2696312515876944	10	Kruskal-Wallis rank sum test	0.04314354029270344	0.33658267426889826	0.08731837410336582	0.2300165532462755	0.088809480017867	0.1446963924433117	0.07706455766047453	0.06416353556320449	0.05265508815260517	0.06437373551590951	0.04030584093118579	0.4559303996276736
Staphylococcaceae	12.573529411764772	0.2485028406501292	10	Kruskal-Wallis rank sum test	0	0	4.5981239654221075e-5	0	0	2.627499408812633e-5	0	0	0	0	0	0.4559303996276736
Veillonellaceae	12.119565217391397	0.2771341644795663	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	4.5981239654221075e-5	2.627499408812633e-5	0.4559303996276736
Lactobacillales unclassified	11.78921568627453	0.2994112333866808	10	Kruskal-Wallis rank sum test	0	6.130831953896143e-5	4.5981239654221075e-5	3.678499172337686e-5	0	0	0	0	0	0	0	0.4771866532100225
Acidaminococcaceae	10.833333333333266	0.3706495459955105	10	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	0	0	0	0	0	0	0	0	0	0.5108953201559738
Catabacteriaceae	10.833333333333266	0.3706495459955105	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	3.0654159769480714e-5	0	0	0	0	0.5108953201559738
Chitinophagaceae	10.833333333333266	0.3706495459955105	10	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	0	0	0	0	0	0	0	0	0	0.5108953201559738
Corynebacteriaceae	11.176328502415092	0.34394649053261384	10	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	0	3.678499172337686e-5	0	0	0	0	0	0	0	0.5108953201559738
Nocardiopsaceae	10.833333333333266	0.3706495459955105	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	3.0654159769480714e-5	0	0	0	0	0.5108953201559738
Bacillaceae 1	9.118357487922877	0.5209091285870461	10	Kruskal-Wallis rank sum test	2.627499408812633e-5	3.0654159769480714e-5	0	0	0	0	0	0	0	0	0	0.5652418203816882
Bacilli unclassified	9.675724637681524	0.4693887031916232	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	3.678499172337686e-5	0	0	0	0	0	0	0	0.5652418203816882
Caulobacteraceae	9.270301357257653	0.506657617034667	10	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	0	3.678499172337686e-5	0	0	0	0	0	0	7.8824982264379e-5	0.5652418203816882
Cytophagaceae	9.142857142857801	0.5186017931173424	10	Kruskal-Wallis rank sum test	2.627499408812633e-5	0	0	0	0	0	0	0	0	0	0	0.5652418203816882
Desulfovibrionales unclassified	10.07082978118786	0.43430128886727953	10	Kruskal-Wallis rank sum test	2.627499408812633e-5	0	0	0	0	7.882498226437898e-5	6.130831953896143e-5	0	0	0	5.254998817625266e-5	0.5652418203816882
Fusobacteriaceae	9.118357487922877	0.5209091285870461	10	Kruskal-Wallis rank sum test	2.627499408812633e-5	3.0654159769480714e-5	0	0	0	0	0	0	0	0	0	0.5652418203816882
Micromonosporaceae	9.142857142857801	0.5186017931173424	10	Kruskal-Wallis rank sum test	2.627499408812633e-5	0	0	0	0	0	0	0	0	0	0	0.5652418203816882
Proteobacteria unclassified	9.142857142857801	0.5186017931173424	10	Kruskal-Wallis rank sum test	5.254998817625266e-5	0	0	0	0	0	0	0	0	0	0	0.5652418203816882
Rhodospirillaceae	9.142857142857801	0.5186017931173424	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	2.627499408812633e-5	0	0	0.5652418203816882
Streptococcaceae	9.499567380488783	0.48543725388676046	10	Kruskal-Wallis rank sum test	0	0	0	3.678499172337686e-5	2.627499408812633e-5	0	3.0654159769480714e-5	2.627499408812633e-5	0	0	1.0509997635250532e-4	0.5652418203816882
Sutterellaceae	8.433333333333314	0.5865879465759344	10	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	1.3794371896266324e-4	0	0	0	0	0	0	0	0	0.6232496932369302
Bacillales unclassified	7.875000000000007	0.6410453583544448	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0.6672104750219732
Burkholderiaceae	7.617753623188616	0.6661179176420727	10	Kruskal-Wallis rank sum test	0	0	2.2990619827110538e-5	0	0	0	0	0	0	0	2.627499408812633e-5	0.6794402759949142
Clostridiales Incertae Sedis XIII	7.352941176470554	0.6917576444140554	10	Kruskal-Wallis rank sum test	2.627499408812633e-5	0	0	0	2.627499408812633e-5	0	0	2.627499408812633e-5	0	0	0	0.6917576444140554
Acetobacteraceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Actinomycetales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Aerococcaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Alphaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Bradyrhizobiaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Brevibacteriaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Burkholderiales incertae sedis	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Candidatus Saccharibacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Clostridiales Incertae Sedis XI	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Coxiellaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Cytophagales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Dermabacteraceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Dermacoccaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Dietziaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Eubacteriaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Flavobacteriaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gammaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Geodermatophilaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gp2 unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gp6 unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Labilitrichaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Leuconostocaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Listeriaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Micrococcaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Moraxellaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Nocardiaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Oxalobacteraceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Paenibacillaceae 1	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Phyllobacteriaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Planococcaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Rhizobiaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Rhodobacteraceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Sphingobacteriaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Sphingomonadaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Sphingomonadales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Xanthomonadaceae	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
