genus	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Lachnospiraceae unclassified	6.3111236933798125	0.2771113548890069	5	Kruskal-Wallis rank sum test	0.11021703145116792	0.1652697128143146	0.11262338299307216	0.2149557266349615	0.2013978296854883	0.1588848892508999	0.37920501195337786
Pseudomonas	5.66666666666676	0.34001609192153887	5	Kruskal-Wallis rank sum test	0	0	3.0654159769480714e-5	0	0	0	0.45726302017034537
Acetitomaculum	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	1.0509997635250532e-4	0	0	0.482674823688235
Asaccharobacter	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	5.254998817625266e-5	0	0	0.482674823688235
Bacillales unclassified	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	2.627499408812633e-5	0	0	0	0	0.482674823688235
Bacteroidales unclassified	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	0	0	2.627499408812633e-4	0.482674823688235
Barnesiella	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	2.627499408812633e-5	0	0	0	0	0.482674823688235
Bradyrhizobium	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	5.254998817625266e-5	0	0	0.482674823688235
Clostridium sensu stricto	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	0	0	2.627499408812633e-5	0.482674823688235
Erysipelotrichaceae unclassified	5.382392829521605	0.371014308603679	5	Kruskal-Wallis rank sum test	2.0691557844399483e-4	6.568748522031583e-4	9.80933112623383e-4	0.0014451246748469482	8.828398013610446e-4	2.8902493496938965e-4	0.482674823688235
Escherichia/Shigella	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	2.627499408812633e-5	0	0	0	0	0.482674823688235
Hydrogenoanaerobacterium	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	2.627499408812633e-5	0	0	0.482674823688235
Lactobacillaceae unclassified	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	0	0	2.627499408812633e-5	0.482674823688235
Paraprevotella	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	2.627499408812633e-5	0	0	0	0	0.482674823688235
Proteobacteria unclassified	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	2.627499408812633e-5	0	0	0.482674823688235
Ruminococcus	5.044688644688694	0.4104507246751345	5	Kruskal-Wallis rank sum test	0	0	0	1.3137497044063165e-4	5.51774875850653e-4	0	0.482674823688235
Staphylococcus	4.984962406015201	0.41771815616154195	5	Kruskal-Wallis rank sum test	0	0	0	0	3.678499172337686e-5	2.627499408812633e-5	0.482674823688235
Clostridium XlVa	4.291040979745651	0.508318147854269	5	Kruskal-Wallis rank sum test	0.0021611182637483904	0.0023384744738432434	0.0035252283734902826	0.0029165243437820226	0.026521979032554717	0.004965973882655877	0.5357948044950402
Lactobacillales unclassified	3.8131868131867166	0.5766137714961239	5	Kruskal-Wallis rank sum test	0	2.627499408812633e-5	0	7.8824982264379e-5	0	0	0.591787818114443
Prevotella	3.8131868131867166	0.5766137714961239	5	Kruskal-Wallis rank sum test	0	1.57649964528758e-4	0	0	0	2.627499408812633e-5	0.591787818114443
Pseudoflavonifractor	3.5364911829934527	0.6178733851424091	5	Kruskal-Wallis rank sum test	0.002046165164612838	0.0010772747576131795	0.0015940163080129975	0.002312199479755117	6.621298510207835e-4	0.001681599621640085	0.6258977148195831
Clostridia unclassified	3.4349310716021995	0.6332554407455704	5	Kruskal-Wallis rank sum test	0.0019312120654772851	0.0011823747339656848	0.0010422414321623445	0.003021624320134528	0.0012874747103181902	0.001970624556609475	0.6332554407455704
Acidaminococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Acinetobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Actinomycetales unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Adhaeribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alishewanella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alphaproteobacteria unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Aquabacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacilli unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brachybacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevundimonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Burkholderia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Catabacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chitinophagaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chryseobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cloacibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Corynebacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cytophagales unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dactylosporangium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dietzia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Diplorickettsia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enterococcaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Facklamia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Faecalibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Fusobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geobacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geodermatophilus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp2 unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp6 unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Hungatella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Jeotgalicoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Kytococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Labilithrix	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Listeria	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Megasphaera	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micromonosporaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Mucilaginibacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Neorhizobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Nocardiopsis	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Odoribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paracoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pectinatus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pediococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pedobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phascolarctobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phenylobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phyllobacteriaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Planomicrobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Prevotellaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pseudomonadaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Ralstonia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhodococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Roseomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Saccharibacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Staphylococcaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Subdoligranulum	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Terrisporobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonellaceae unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Weissella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
