otu	statistic	p.value	method	alternative	-1	0	p.value.adj
Clostridium (OTU 61)	325	1.2675036261158172e-5	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-4	0	5.437779203353798e-4
Clostridia (OTU 86)	325	1.2755679723387362e-5	Wilcoxon signed rank test with continuity correction	two.sided	9.196247930844216e-4	0	5.437779203353798e-4
Lachnospiraceae (OTU 122)	325	1.2686531592994457e-5	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-4	0	5.437779203353798e-4
Ruminococcaceae (OTU 37)	470	1.4046231615775327e-5	Wilcoxon signed rank test with continuity correction	two.sided	0.002391024462019496	0	5.590714458838917e-4
Ruminococcaceae (OTU 236)	300	1.4415519344539811e-5	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	5.590714458838917e-4
Clostridiales (OTU 123)	392	1.704096510017798e-5	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-4	0	6.333558695566149e-4
Lachnospiraceae (OTU 136)	300	1.871167518100003e-5	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-4	0	6.67632570458081e-4
Lachnospiraceae (OTU 134)	343.5	2.0410788058509087e-5	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	7.002470364688502e-4
Lachnospiraceae (OTU 28)	465	2.194936657135082e-5	Wilcoxon signed rank test with continuity correction	two.sided	0.002207099503402612	0	7.251420363572197e-4
Ruminococcaceae (OTU 80)	276	2.8521555245009516e-5	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-4	0	8.772836992602927e-4
Lachnospiraceae (OTU 126)	276	2.7858420560658073e-5	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	8.772836992602927e-4
Ruminococcaceae (OTU 63)	293.5	3.3383005933705996e-5	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	9.92588043095525e-4
Lachnospiraceae (OTU 125)	253	3.666582423693656e-5	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.0010356603519441942
Lachnospiraceae (OTU 163)	253	3.715373459889486e-5	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.0010356603519441942
Enterococcus (OTU 23)	3	4.211677030672746e-5	Wilcoxon signed rank test with continuity correction	two.sided	0	0.015265771565201397	0.0010546541299207987
Lachnospiraceae (OTU 73)	253	4.2564516454202633e-5	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-4	0	0.0010546541299207987
Lachnospiraceae (OTU 97)	253	4.187485297016559e-5	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.0010546541299207987
Lachnospiraceae (OTU 146)	253	4.071286117012171e-5	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.0010546541299207987
Lachnospiraceae (OTU 44)	293	4.6186341149540015e-5	Wilcoxon signed rank test with continuity correction	two.sided	0.0014713996689350744	0	0.0011134653055510728
Lachnospiraceae (OTU 67)	250.5	6.010036434603924e-5	Wilcoxon signed rank test with continuity correction	two.sided	0.0014713996689350744	0	0.0014107769735965
Lachnospiraceae (OTU 110)	231	6.257698624088982e-5	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.0014312479929967621
Turicibacter (OTU 14)	289.5	7.077677990900083e-5	Wilcoxon signed rank test with continuity correction	two.sided	0.0031267242964870333	1.839249586168843e-4	0.001551193130887034
Lachnospiraceae (OTU 48)	269	7.129923583673586e-5	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-4	0	0.001551193130887034
Lactobacillus (OTU 6)	34	7.588238164521924e-5	Wilcoxon signed rank test with continuity correction	two.sided	0.016369321316902705	0.09251425418429281	0.0015741182425008271
Lachnospiraceae (OTU 197)	210	7.450596197877239e-5	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.0015741182425008271
Lachnospiraceae (OTU 201)	210	8.235434918941908e-5	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.0016695472608400416
Lachnospiraceae (OTU 13)	353	8.522132214776043e-5	Wilcoxon signed rank test with continuity correction	two.sided	0.004230274048188339	0	0.0016892759856844957
Ruminococcaceae (OTU 133)	210	8.725639758590638e-5	Wilcoxon signed rank test with continuity correction	two.sided	9.196247930844216e-4	0	0.001692015361883228
Lachnospiraceae (OTU 38)	228.5	9.041614921380843e-5	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-4	0	0.0017159830872067474
Clostridium (OTU 41)	210	9.488817432548238e-5	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.0017322176882669177
Pseudoflavonifractor (OTU 95)	210	9.515545596981947e-5	Wilcoxon signed rank test with continuity correction	two.sided	9.196247930844216e-4	0	0.0017322176882669177
Bacteroides (OTU 3)	285	1.2054473718087791e-4	Wilcoxon signed rank test with continuity correction	two.sided	0.015449696523818283	0	0.002150518111306862
Porphyromonadaceae (OTU 8)	226	1.3011986715571463e-4	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.0022042578194229946
Lachnospiraceae (OTU 145)	190	1.2787649526352425e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.0022042578194229946
Lachnospiraceae (OTU 203)	207.5	1.3097047581773398e-4	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.0022042578194229946
Lachnospiraceae (OTU 143)	190	1.4081000969820727e-4	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.002325972752792609
Lachnospiraceae (OTU 179)	261	1.84243395460934e-4	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.0029880928863846024
Lachnospiraceae (OTU 89)	205	1.9785490119536122e-4	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.0031515459261832537
Lachnospiraceae (OTU 17)	322	2.0820075517197502e-4	Wilcoxon signed rank test with continuity correction	two.sided	0.004965973882655877	0	0.0032581591862000303
Lachnospiraceae (OTU 33)	169.5	2.7549265532759515e-4	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.004236887044003704
Lachnospiraceae (OTU 105)	277.5	2.80524116161669e-4	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.004241144264681504
Lachnospiraceae (OTU 47)	202.5	2.885405706180489e-4	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-4	0	0.004289636483188327
Lachnospiraceae (OTU 72)	153	2.9803989621816993e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.004346377718541427
Bacteria (OTU 155)	153	3.021859741907439e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.004346377718541427
Lachnospiraceae (OTU 181)	153	3.0697510792389006e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.004346377718541427
Eisenbergiella (OTU 164)	168	3.4352555177443416e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.004787887377856176
Clostridiales (OTU 51)	237	3.537267350809891e-4	Wilcoxon signed rank test with continuity correction	two.sided	0.0012874747103181902	0	0.004854219195265266
Clostridiales (OTU 356)	120	3.953426054561381e-4	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.005343115213134473
Lachnospiraceae (OTU 35)	136	4.6885019130623413e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.005942370124650327
Anaeroplasma (OTU 92)	136	4.7299134400243637e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.005942370124650327
Butyricicoccus (OTU 131)	136	4.626864334434222e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.005942370124650327
Clostridiales (OTU 138)	136	4.719536517285384e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.005942370124650327
Lachnospiraceae (OTU 193)	136	4.6678921905114995e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.005942370124650327
Lachnospiraceae (OTU 113)	150.5	4.917449069963279e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.006092173014454506
Ruminococcaceae (OTU 118)	135	5.735646753672223e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.007008488909966607
Clostridium (OTU 211)	164	6.325901084270752e-4	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.007625275361039879
Porphyromonadaceae (OTU 7)	269.5	6.585890645050162e-4	Wilcoxon signed rank test with continuity correction	two.sided	5.51774875850653e-4	0	0.007832819273846325
Lachnospiraceae (OTU 119)	120	6.859019834810642e-4	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.007945773626819601
Lachnospiraceae (OTU 217)	120	6.807225285570664e-4	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.007945773626819601
Porphyromonadaceae (OTU 52)	133	8.186261963387513e-4	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.009361725219668797
Porphyromonadaceae (OTU 22)	147	9.147101629563007e-4	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.010328119814645825
Lachnospiraceae (OTU 56)	118.5	9.801167677376313e-4	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01092830196027459
Acetatifactor (OTU 132)	118	0.001046576436016457	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.011525261492921969
Porphyromonadaceae (OTU 87)	105	0.0010846432189485068	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.011656647606049014
Clostridiales (OTU 244)	105	0.0010815560245814417	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.011656647606049014
Lachnospiraceae (OTU 221)	117.5	0.0011227642897540658	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.011922687457864603
Lachnospiraceae (OTU 177)	131	0.0012185514500220975	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.012564118057911185
Clostridium (OTU 306)	91	0.0012254240706707099	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.012564118057911185
Ruminococcaceae (OTU 424)	91	0.0011987772971838037	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.012564118057911185
Lachnospiraceae (OTU 205)	145	0.001268305319409692	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.01285600391947097
Lachnospiraceae (OTU 130)	116	0.0014274139963954611	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.014306216682974734
Ruminococcaceae (OTU 225)	91	0.0014778327691993569	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.014486009122261828
Acetatifactor (OTU 280)	91	0.001467744121907067	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.014486009122261828
Lachnospiraceae (OTU 85)	91	0.0015497118184081362	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.015025466761087581
Coriobacteriaceae (OTU 293)	91	0.0015917798181375546	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.015267393524502137
Lachnospiraceae (OTU 127)	91	0.0016345757202903396	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.015511080239350883
Lachnospiraceae (OTU 98)	206	0.001680848100339732	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.01578227900529517
Clostridiales (OTU 408)	55	0.0019041950430043902	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01769314560791579
Firmicutes (OTU 259)	78	0.0020022149436934628	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.018224242140556825
Lachnospiraceae (OTU 275)	78	0.0019854885050516274	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.018224242140556825
Lachnospiraceae (OTU 27)	172	0.002071576991258947	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.01866511794144425
Lachnospiraceae (OTU 176)	114.5	0.002095788577691182	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.018694434113005344
Clostridiales (OTU 246)	78	0.002183201879588264	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.019092314476399325
Bacteria (OTU 300)	78	0.002183201879588264	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.019092314476399325
Lachnospiraceae (OTU 91)	114	0.0023192785782481227	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Alistipes (OTU 100)	78	0.0025261742685021692	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Lachnospiraceae (OTU 104)	78	0.002411544502426636	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Lachnospiraceae (OTU 165)	78	0.002506841661528247	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Lachnospiraceae (OTU 167)	78	0.0024209719506400737	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Lachnospiraceae (OTU 169)	89.5	0.002343773366266354	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Clostridiales (OTU 187)	78	0.002516496563841506	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Lachnospiraceae (OTU 206)	78	0.002468449872088393	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Acetatifactor (OTU 248)	78	0.002411544502426636	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Lachnospiraceae (OTU 274)	78	0.0024780136670300304	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Clostridiales (OTU 277)	78	0.0024021397410266994	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Olsenella (OTU 320)	78	0.0024021397410266994	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.01976620567985908
Porphyromonadaceae (OTU 10)	126	0.0029275589033795567	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.02251191846391866
Clostridium (OTU 128)	126	0.0029038585901763666	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.02251191846391866
Lachnospiraceae (OTU 25)	168.5	0.0031844879024925505	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.02427831802584064
Oscillibacter (OTU 268)	66	0.0032725433285909853	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.024738208890704737
Lachnospiraceae (OTU 230)	66	0.0034996587229010863	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026232735973342598
Lachnospiraceae (OTU 111)	66	0.0038572928299425344	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Porphyromonadaceae (OTU 139)	66	0.0038572928299425344	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Porphyromonadaceae (OTU 140)	66	0.0038572928299425344	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Clostridiales (OTU 160)	66	0.003770292207739229	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Lachnospiraceae (OTU 182)	66	0.003770292207739229	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Clostridiales (OTU 190)	66	0.003770292207739229	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Lachnospiraceae (OTU 204)	66	0.0038049536085001	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Porphyromonadaceae (OTU 222)	66	0.0038572928299425344	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Porphyromonadaceae (OTU 228)	66	0.0037875997707152373	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Lachnospiraceae (OTU 254)	66	0.0037015245748410904	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Ruminococcaceae (OTU 288)	66	0.003735815880870954	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.026466963110067236
Lachnospiraceae (OTU 272)	87	0.003995430991171852	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.02720553010782666
Lachnospiraceae (OTU 250)	122	0.004045134290295735	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.027335301416240878
Lachnospiraceae (OTU 373)	45	0.004763576802836744	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.03194819930925095
Alistipes (OTU 21)	65	0.005099322378997388	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.03394474300049008
Lachnospiraceae (OTU 388)	55	0.005143764225114988	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.033986945842981994
Bacteria (OTU 298)	55	0.005478553242547369	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.03567058023614783
Oscillibacter (OTU 441)	55	0.005478553242547369	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.03567058023614783
Bifidobacterium (OTU 46)	64.5	0.005822758233189514	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.036178157709182514
Acetatifactor (OTU 103)	55	0.005793045428546875	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.036178157709182514
Porphyromonadaceae (OTU 112)	55	0.005889270041817481	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.036178157709182514
Lachnospiraceae (OTU 175)	55	0.005889270041817481	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.036178157709182514
Lachnospiraceae (OTU 183)	55	0.00560319359993426	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.036178157709182514
Lachnospiraceae (OTU 215)	55	0.005666092352628808	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.036178157709182514
Porphyromonadaceae (OTU 227)	55	0.005889270041817481	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.036178157709182514
Clostridiales (OTU 323)	55	0.0059215370241487075	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.036178157709182514
Ruminococcaceae (OTU 467)	55	0.005729376404626987	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.036178157709182514
Lachnospiraceae (OTU 303)	45	0.006008477630246814	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.036459605756327604
Bacteria (OTU 75)	149	0.006069596384146996	Wilcoxon signed rank test with continuity correction	two.sided	1.839249586168843e-4	0	0.03658162145039946
Lachnospiraceae (OTU 281)	63.5	0.0072903580915356404	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.04364429139362276
Ruminococcus (OTU 162)	73.5	0.007532799625660168	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.04479504844059246
Lachnospiraceae (OTU 220)	45	0.007970903149980396	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.046470886338447794
Butyricicoccus (OTU 292)	45	0.007970903149980396	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.046470886338447794
Ruminococcaceae (OTU 354)	45	0.007914041622147478	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.046470886338447794
Lachnospiraceae (OTU 93)	62.5	0.008685465051308149	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.05030801834913551
Lachnospiraceae (OTU 273)	45	0.008788803874677708	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.05057814874975817
Firmicutes (OTU 184)	45	0.008908948268732642	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.05094090933147126
Oscillibacter (OTU 271)	45	0.008969327408959319	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.050959490756635105
Lachnospiraceae (OTU 120)	45	0.009029910762692462	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.05097898987545364
Porphyromonadaceae (OTU 157)	45	0.009151688852650072	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.05134155004128216
Firmicutes (OTU 444)	36	0.010380729532932561	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.05787256714609903
Porphyromonadaceae (OTU 88)	72	0.010726857857329044	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.05943079011638203
Ruminococcaceae (OTU 180)	105	0.011109604406718081	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.06117140204192918
Erysipelotrichaceae (OTU 189)	105	0.011307351087157379	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.06187826484505756
Lachnospiraceae (OTU 325)	36	0.012643830673814168	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.06877010342098926
Bacteroidales (OTU 289)	44	0.012851240187496516	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.06947458331664784
Clostridiales (OTU 322)	52	0.01318587085146583	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07085419758739471
Ruminococcaceae (OTU 214)	36	0.013793700808621004	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07112127815774529
Lachnospiraceae (OTU 247)	36	0.013793700808621004	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07112127815774529
Lachnospiraceae (OTU 278)	36	0.013676686898827143	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07112127815774529
Ruminococcaceae (OTU 283)	36	0.013676686898827143	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07112127815774529
Lachnospiraceae (OTU 332)	36	0.013328328780817557	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07112127815774529
Bacteria (OTU 365)	36	0.013676686898827143	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07112127815774529
Bacteria (OTU 434)	36	0.013560119200778962	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07112127815774529
Clostridiales (OTU 188)	36	0.014147403886021537	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07170161514960915
Acetatifactor (OTU 237)	36	0.014029060898300376	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07170161514960915
Clostridiales (OTU 333)	36	0.014147403886021537	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07170161514960915
Porphyromonadaceae (OTU 233)	36	0.014266186701446927	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.07189513298130316
Lachnospiraceae (OTU 239)	80	0.016343033585210817	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.08189879751689916
Lachnospiraceae (OTU 82)	43	0.01781718875957872	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.0886142411471738
Clostridium (OTU 400)	28	0.01788179754090951	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.0886142411471738
Bacteria (OTU 129)	79.5	0.019186654647626433	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.09369424566822758
Acetatifactor (OTU 391)	28	0.019222025736867317	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.09369424566822758
Lachnospiraceae (OTU 493)	28	0.019222025736867317	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.09369424566822758
Firmicutes (OTU 256)	42.5	0.01933209243587485	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.09371862202608894
Clostridium (OTU 331)	42.5	0.019659718110334866	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.09428208900225109
Lachnospiraceae (OTU 348)	21	0.019656157250169875	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.09428208900225109
Asaccharobacter (OTU 385)	28	0.020136751550346343	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.09605338172678578
Lachnospiraceae (OTU 106)	35	0.020550301646476272	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.097224691983935893
Oscillibacter (OTU 413)	28	0.02060029908628238	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.097224691983935893
Porphyromonadaceae (OTU 654)	28	0.02130317617870254	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10001280606001403
Lachnospiraceae (OTU 338)	28	0.021539452429296765	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10006870607777454
Firmicutes (OTU 398)	28	0.021539452429296765	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10006870607777454
Firmicutes (OTU 326)	28	0.021776707751070993	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10012795522657383
Bacteria (OTU 370)	28	0.021776707751070993	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10012795522657383
Clostridiales (OTU 148)	28	0.022254124823099145	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10082859261520151
Alistipes (OTU 161)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10082859261520151
Lachnospiraceae (OTU 208)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10082859261520151
Porphyromonadaceae (OTU 260)	28	0.022494271222449663	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10082859261520151
Oscillibacter (OTU 361)	28	0.022254124823099145	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10082859261520151
Lachnospiraceae (OTU 200)	78	0.02444131786895442	Wilcoxon signed rank test with continuity correction	two.sided	0	0	0.10900827769553671
