genus	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Coriobacteriaceae Unclassified	11.356235374910991	0.0447568865310442	5	Kruskal-Wallis rank sum test	4.8280301636932134e-4	7.356998344675372e-4	7.882498226437898e-5	2.3647494679313697e-4	1.3794371896266324e-4	1.3137497044063165e-4	0.07434479216500775
Eisenbergiella	11.351298423124826	0.044842890512226896	5	Kruskal-Wallis rank sum test	0	3.678499172337686e-4	0.0017341496098163378	3.4157492314564226e-4	5.51774875850653e-4	0	0.07434479216500775
Asaccharobacter	10.892501148369286	0.053553522969600614	5	Kruskal-Wallis rank sum test	0	0	1.57649964528758e-4	1.0509997635250532e-4	4.5981239654221075e-5	0	0.08650953710473945
Clostridium XlVb	10.653829340793834	0.058692333789234906	5	Kruskal-Wallis rank sum test	0.0017472871068604009	0.0011823747339656848	0.006673848498384088	0.002548674426548254	0.0034485929740665808	0.0010247247694369268	0.09244042571804498
Clostridiales Unclassified	10.198567708333341	0.06980049929566816	5	Kruskal-Wallis rank sum test	0.013242597020415671	0.007619748285556636	0.007488373315116004	0.031319792953046585	0.010667647599779291	0.012559447174124386	0.1072544257470023
Olsenella	9.797273949195697	0.08118746197512602	5	Kruskal-Wallis rank sum test	1.839249586168843e-4	1.3137497044063165e-4	1.839249586168843e-4	0	0	2.627499408812633e-5	0.12178119296268904
Proteobacteria Unclassified	9.670329670329597	0.08513374071400598	5	Kruskal-Wallis rank sum test	0	0	0	1.5764996452875796e-4	0	0	0.1247308294181948
Erysipelotrichaceae Unclassified	9.184134776419375	0.10194122303176018	5	Kruskal-Wallis rank sum test	2.98878057752437e-4	5.254998817625266e-4	1.3137497044063165e-4	6.30599858115032e-4	6.897185948133162e-4	4.466748994981476e-4	0.14596129661365662
Anaerofustis	8.999999999999977	0.10906415794977327	5	Kruskal-Wallis rank sum test	0	0	0	0	1.3794371896266324e-4	0	0.1493704771920808
Lactobacillus	9.028253286960702	0.10794252209097356	5	Kruskal-Wallis rank sum test	0.022507816810741217	0.028849943508762712	0.0212564702172942	0.05517748758506529	0.05784439948501012	0.06416353556320449	0.1493704771920808
Geobacillus	8.21052631578948	0.1450084245718675	5	Kruskal-Wallis rank sum test	4.5981239654221075e-5	0	0	0	0	0	0.19437299463888622
Anaerovorax	6.969924812030016	0.2228866649769639	5	Kruskal-Wallis rank sum test	0	0	0	7.882498226437898e-5	0	2.627499408812633e-5	0.29253874778226513
Lachnospiraceae Unclassified	6.477569686411158	0.26248087391484926	5	Kruskal-Wallis rank sum test	0.2842560235423947	0.3053679812922042	0.23757849654483829	0.24364802017919546	0.3752528968180982	0.14737644184030058	0.3374754093190919
Ruminococcus	5.774038461538488	0.32883055917775317	5	Kruskal-Wallis rank sum test	2.299061982711054e-4	0	0	0	0.002161118263748391	0	0.41432650456396897
Acetitomaculum	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	5.254998817625266e-5	0	0	0.547293272717503
Gordonibacter	4.714285714285924	0.45173412986206607	5	Kruskal-Wallis rank sum test	0	0	0	2.627499408812633e-5	0	0	0.547293272717503
Clostridia Unclassified	4.624929278642143	0.4633442712309312	5	Kruskal-Wallis rank sum test	0.0031037336766599226	0.0026800493969888857	0.004965973882655877	0.0029690743319582755	0.0017932683465146219	0.001918074568433222	0.5507677186329937
Bacteroidales Unclassified	3.8131868131867166	0.5766137714961239	5	Kruskal-Wallis rank sum test	0	0	5.254998817625266e-5	0	0	0.002207099503402612	0.6158879696302371
Clostridium sensu stricto	3.8131868131867166	0.5766137714961239	5	Kruskal-Wallis rank sum test	0	0	2.627499408812633e-5	7.8824982264379e-5	0	0	0.6158879696302371
Lactobacillales Unclassified	4.000000000000055	0.5494159513527724	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.6158879696302371
Phyllobacteriaceae Unclassified	4.000000000000055	0.5494159513527724	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.6158879696302371
Staphylococcus	4.000000000000055	0.5494159513527724	5	Kruskal-Wallis rank sum test	2.2990619827110538e-5	0	0	0	0	0	0.6158879696302371
Streptococcus	3.812030075188019	0.5767839715584759	5	Kruskal-Wallis rank sum test	0	2.627499408812633e-5	0	0	0	2.627499408812633e-5	0.6158879696302371
Enterobacteriaceae Unclassified	2.5362001943634596	0.771033654386117	5	Kruskal-Wallis rank sum test	3.678499172337686e-4	8.670748049081689e-4	5.780498699387792e-4	1.3137497044063165e-4	1.3794371896266324e-4	0.04193489056464962	0.8095853371054229
Clostridium IV	2.0295805396344484	0.8450370532677535	5	Kruskal-Wallis rank sum test	0.0017013058672061799	0.001103549751701306	0.0011298247457894321	0.0016027746393757062	0.0014254184292808534	0.0011298247457894321	0.8727431861617782
Acetatifactor	1.1250100603621862	0.9518661218709366	5	Kruskal-Wallis rank sum test	0.004460180246459444	0.007199348380146614	0.013295147008591923	0.006174623610709687	0.004184292808534118	0.006857773457000972	0.9672188012559516
Pseudoflavonifractor	0.7954496506979479	0.9773226709770844	5	Kruskal-Wallis rank sum test	0.0017013058672061799	0.0014188496807588217	0.0034157492314564226	0.0014451246748469482	0.00767886702225492	0.001918074568433222	0.9773226709770844
Acidaminococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Acinetobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Actinomycetales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Adhaeribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alishewanella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alphaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerotruncus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Aquabacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacilli Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Barnesiella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brachybacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bradyrhizobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevundimonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Burkholderia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Candidatus Saccharibacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Catabacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chitinophagaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chryseobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cloacibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Corynebacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cytophagales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dactylosporangium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Desulfovibrionales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dietzia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Diplorickettsia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enhydrobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enterococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Escherichia/Shigella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Facklamia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Faecalibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Fusobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gammaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geodermatophilus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp2 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp6 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Hungatella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Hydrogenoanaerobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Jeotgalicoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Kytococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Labilithrix	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Listeria	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Megasphaera	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micromonosporaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Mucilaginibacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Neorhizobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Nocardiopsis	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Odoribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paracoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paraprevotella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pectinatus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pediococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pedobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phascolarctobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phenylobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Planomicrobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Prevotella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Prevotellaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pseudomonadaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pseudomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Ralstonia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhodococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Roseomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Saccharibacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonadales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Staphylococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Stenotrophomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Subdoligranulum	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Terrisporobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonellaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Weissella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
