genus	statistic	p.value	parameter	method	-1	0	1	2	3	4	5	6	7	8	9	p.value.adj
Clostridium XVIII	28.290023748106314	0.0016219103597449477	10	Kruskal-Wallis rank sum test	0.0011403347434246827	2.299061982711054e-4	0.0030899393047636565	0.0027588743792532648	0.03877138127643921	0.0025749494206363803	0.0011560997398775584	0.002548674426548254	0.002391024462019496	0.00298878057752437	0.0070811109067500455	0.005719368110679552
Enterorhabdus	27.882541104328347	0.0018850795601997694	10	Kruskal-Wallis rank sum test	5.885598675740298e-4	0	3.678499172337686e-5	0	0	0	7.882498226437898e-5	7.8824982264379e-5	7.356998344675372e-5	0	2.1457911838636504e-4	0.006315016526669228
Coriobacteriaceae unclassified	24.795693373293396	0.005746512321283598	10	Kruskal-Wallis rank sum test	1.4713996689350744e-4	0	0	0	0	0	0	7.882498226437898e-5	1.4713996689350744e-4	1.839249586168843e-4	6.130831953896143e-5	0.017500742069363685
Eisenbergiella	24.892692294898822	0.005552657866113811	10	Kruskal-Wallis rank sum test	0.0030531543130402797	0	0	0	0	0.0010422414321623445	6.043248640269056e-4	0.0017341496098163378	0.003200294279933787	6.897185948133162e-4	0.0030041076574091104	0.017500742069363685
Clostridium IV	23.612864574194113	0.008697014224680989	10	Kruskal-Wallis rank sum test	2.2070995034026116e-4	6.667279749862056e-4	0	7.356998344675372e-4	1.103549751701306e-4	5.824290356201337e-4	3.9412491132189494e-4	0.0011298247457894321	6.253448592974067e-4	6.437373551590951e-4	0.0010422414321623445	0.025334780567548967
Firmicutes unclassified	22.890942692911338	0.011156364159181493	10	Kruskal-Wallis rank sum test	0.0018392495861688433	0	0	0	0	6.130831953896143e-5	7.882498226437898e-5	7.356998344675372e-4	2.57494942063638e-4	5.51774875850653e-4	0.0011035497517013057	0.031144849944381665
Turicibacter	22.5416592555479	0.012570853334253663	10	Kruskal-Wallis rank sum test	0.038035681441971676	0.010966525657531727	0.013205812028692294	0.03935994114401324	0.033731837410336585	0.030163693213169026	0.03935994114401324	0.03539241703670617	0.05319109803200294	0.06860400956409785	0.04616516461283796	0.03368988693579982
Unclassified	22.109476933089134	0.014556495760184812	10	Kruskal-Wallis rank sum test	0.009306602906014346	0	0	0	1.1035497517013058e-4	2.758874379253265e-4	3.678499172337686e-4	3.9412491132189494e-4	5.885598675740298e-4	3.678499172337686e-4	5.824290356201337e-4	0.03751096984355317
Ruminococcus	21.972413793103122	0.015245753330660835	10	Kruskal-Wallis rank sum test	2.57494942063638e-4	0	0	0	0	0	0	0	0	0	0	0.03783205456126948
Anaeroplasma	21.5149163742478	0.017775795149858966	10	Kruskal-Wallis rank sum test	0.0055545337502299055	0	0	0	0	0	2.3647494679313697e-4	0.0024961244383720016	0.0025749494206363803	0	0.0014713996689350744	0.04253493839430538
Escherichia/Shigella	20.605503144654005	0.02401870070051847	10	Kruskal-Wallis rank sum test	0	6.897185948133162e-5	3.678499172337686e-5	1.839249586168843e-4	3.678499172337686e-5	0	0	0	0	0	0	0.05549148092878405
Clostridium sensu stricto	20.25845764724644	0.026900738565889207	10	Kruskal-Wallis rank sum test	3.3106492551039174e-4	1.1495309913555268e-4	7.356998344675372e-5	0.0018392495861688431	1.4713996689350744e-4	0	0	2.627499408812633e-5	3.3106492551039174e-4	6.897185948133162e-4	0.0015940163080129975	0.0600783161304859
Olsenella	20.1419522579684	0.02793828876333647	10	Kruskal-Wallis rank sum test	5.14989884127276e-4	0	0	0	3.678499172337686e-5	1.532707988474036e-4	2.1019995270501064e-4	1.839249586168843e-4	2.57494942063638e-4	8.736435534302004e-4	2.758874379253265e-4	0.06038275313366269
Blautia	19.387573053841724	0.035607263293493445	10	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0.0015449696523818282	1.532707988474036e-4	6.568748522031583e-4	1.3137497044063165e-4	2.942799337870149e-4	5.057936361964318e-4	2.4523327815584577e-4	0.0745527075207519
Lactobacillus	18.448907532735728	0.047847134953099224	10	Kruskal-Wallis rank sum test	0.03196615780761449	0.025243700570167373	0.008239838146036418	0.01692109619275336	0.029317638403531358	0.025810802525902763	0.06048503639086681	0.0212564702172942	0.017141806143093616	0.013610446937649439	0.018944270737539085	0.09714418308659539
Roseburia	16.447811059907963	0.08751088841139032	10	Kruskal-Wallis rank sum test	2.57494942063638e-4	0	0	0	0	0	0	2.627499408812633e-5	0	0	0	0.17244792716362212
Mucispirillum	15.832014321020342	0.1045432204806276	10	Kruskal-Wallis rank sum test	9.196247930844216e-4	1.3794371896266324e-4	0	0	0	3.0654159769480714e-5	2.627499408812633e-5	0	0	0	3.0654159769480714e-5	0.1893079938432986
Parabacteroides	16.005236819177895	0.0994825886451507	10	Kruskal-Wallis rank sum test	7.356998344675372e-5	2.758874379253265e-4	2.57494942063638e-4	3.678499172337686e-4	1.1035497517013058e-4	6.130831953896143e-5	1.3137497044063165e-4	5.254998817625266e-5	3.678499172337686e-5	9.196247930844215e-5	3.0654159769480714e-5	0.1893079938432986
Proteus	15.898826379317557	0.10256547050529494	10	Kruskal-Wallis rank sum test	0.0010667647599779289	0	0	0	3.678499172337686e-5	0	0	0	0	0	9.196247930844215e-5	0.1893079938432986
Porphyromonadaceae unclassified	15.352252977790627	0.11973734522858984	10	Kruskal-Wallis rank sum test	0.269302924406842	9.196247930844215e-5	1.839249586168843e-4	3.678499172337686e-4	9.196247930844216e-4	3.065415976948072e-4	2.627499408812633e-4	1.57649964528758e-4	0.002354239470296119	5.97756115504874e-4	2.4523327815584577e-4	0.2111158455346189
Bacillus	13.867063492063444	0.17914207109643912	10	Kruskal-Wallis rank sum test	0	0	0	0	0	6.130831953896143e-5	0	0	0	0	3.0654159769480714e-5	0.30775689137080564
Enhydrobacter	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	7.356998344675372e-5	0	0	0.5210796182479449
Fusobacterium	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	3.678499172337686e-5	0	0	0	0	0	0	0	0	0	0	0.5210796182479449
Geobacillus	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	7.356998344675372e-5	0	0	0.5210796182479449
Gp2 unclassified	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	3.678499172337686e-5	0	0	0	0	0	0	0	0	0	0	0.5210796182479449
Neorhizobium	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	3.678499172337686e-5	0	0	0	0	0	0	0	0	0	0	0.5210796182479449
Pectinatus	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	3.678499172337686e-5	0	0	0.5210796182479449
Rhodococcus	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	3.678499172337686e-5	0	0	0.5210796182479449
Saccharibacillus	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	0	0	0	0	3.678499172337686e-5	0	0	0	0	0	0	0.5210796182479449
Streptococcus	10.8000000000004	0.3733107712821098	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	3.678499172337686e-5	0	0	0.5210796182479449
Butyricicoccus	10.663616743643635	0.38431862517391974	10	Kruskal-Wallis rank sum test	1.4713996689350744e-4	0	0	0	0	6.130831953896144e-4	1.0509997635250532e-4	2.3647494679313697e-4	4.414199006805224e-4	0	3.065415976948072e-4	0.5254968956459719
Faecalibacterium	9.725357142856966	0.46491011081254713	10	Kruskal-Wallis rank sum test	3.678499172337686e-5	2.2990619827110538e-5	0	0	0	0	5.254998817625266e-5	0	0	0	0	0.6229795484888132
Alistipes	9.256438095238115	0.5079520062349012	10	Kruskal-Wallis rank sum test	0	4.5981239654221075e-5	7.356998344675372e-5	1.839249586168843e-4	0	3.0654159769480714e-5	0	5.254998817625266e-5	3.678499172337686e-5	4.5981239654221075e-5	3.0654159769480714e-5	0.6673094983870271
Parasutterella	8.864356180343009	0.5450233430501724	10	Kruskal-Wallis rank sum test	0.027110538900128746	0.0170130586720618	0.043443075225308075	0.014346146772116977	0.022144565017472872	0.012966709582490344	0.018996820725715336	0.016553246275519587	0.018061430936178038	0.01922015817546441	0.02357304886273067	0.6927429074221952
Pseudomonas	8.83333333333325	0.5479906581100947	10	Kruskal-Wallis rank sum test	0	0	0	0	0	3.0654159769480714e-5	0	0	0	0	0	0.6927429074221952
Bacteroidales unclassified	7.8723475355053925	0.6413043295623648	10	Kruskal-Wallis rank sum test	3.678499172337686e-5	0	0	0	3.678499172337686e-5	0	0	5.254998817625266e-5	0	0	0	0.7772678032532081
Burkholderiales unclassified	7.428571428571325	0.6844597073423773	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	2.627499408812633e-5	0	0	0	0.7772678032532081
Lactobacillales unclassified	7.720614035087925	0.6561057389941376	10	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	3.678499172337686e-5	0	0	0	0	0	0	0	0	0.7772678032532081
Listeria	7.428571428571325	0.6844597073423773	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	2.627499408812633e-5	0	0	0	0	0.7772678032532081
Phenylobacterium	7.644827586206691	0.663484813861158	10	Kruskal-Wallis rank sum test	3.678499172337686e-5	4.5981239654221075e-5	0	0	0	0	0	0	0	0	0	0.7772678032532081
Prevotellaceae unclassified	7.797413793103393	0.6486176805639379	10	Kruskal-Wallis rank sum test	7.356998344675372e-5	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0	0.7772678032532081
Alishewanella	6.720029239766041	0.7515850754504879	10	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	3.0654159769480714e-5	0.7828351735096507
Bacilli unclassified	6.374999999999881	0.7828351735096507	10	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0	0.7828351735096507
Enterococcaceae unclassified	6.374999999999881	0.7828351735096507	10	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0	0.7828351735096507
Prevotella	6.720029239766041	0.7515850754504879	10	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	3.0654159769480714e-5	0.7828351735096507
Pseudomonadaceae unclassified	6.422661564625842	0.7785917365507492	10	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	3.678499172337686e-5	0	0	0	2.627499408812633e-5	0	0	0	0	0.7828351735096507
Romboutsia	6.374999999999881	0.7828351735096507	10	Kruskal-Wallis rank sum test	0	4.5981239654221075e-5	0	0	0	0	0	0	0	0	0	0.7828351735096507
Staphylococcus	6.374999999999881	0.7828351735096507	10	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0	0.7828351735096507
Veillonellaceae unclassified	6.374999999999881	0.7828351735096507	10	Kruskal-Wallis rank sum test	0	2.2990619827110538e-5	0	0	0	0	0	0	0	0	0	0.7828351735096507
Acetitomaculum	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Acidaminococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Acinetobacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Actinomycetales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Adhaeribacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Alphaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Anaerococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Anaerofustis	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Anaerostipes	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Anaerotruncus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Anaerovorax	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Aquabacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Bacillales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Bacteroidetes unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Barnesiella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Betaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Bifidobacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Bilophila	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Brachybacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Bradyrhizobium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Brevibacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Brevundimonas	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Burkholderia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Candidatus Saccharibacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Catabacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Chitinophagaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Chryseobacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Cloacibacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Corynebacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Cytophagales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Dactylosporangium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Deltaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Desulfovibrio	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Desulfovibrionaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Desulfovibrionales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Dietzia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Diplorickettsia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Facklamia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gammaproteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Geodermatophilus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gordonibacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Gp6 unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Hungatella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Hydrogenoanaerobacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Jeotgalicoccus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Kytococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Labilithrix	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Lactobacillaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Megasphaera	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Micrococcaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Micrococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Micromonosporaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Mucilaginibacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Nocardiopsis	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Odoribacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Oxalobacteraceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Paracoccus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Paraprevotella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Pediococcus	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Pedobacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Phascolarctobacterium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Phyllobacteriaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Planomicrobium	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Proteobacteria unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Ralstonia	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Rhodospirillaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Roseomonas	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Sphingomonadales unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Sphingomonas	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Staphylococcaceae unclassified	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Stenotrophomonas	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Subdoligranulum	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Terrisporobacter	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Veillonella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
Weissella	NaN	NaN	10	Kruskal-Wallis rank sum test	0	0	0	0	0	0	0	0	0	0	0	NaN
