genus	statistic	p.value	method	alternative	-1	0	p.value.adj
Ruminococcus	3	0.37109336952269756	Wilcoxon signed rank test with continuity correction	two.sided	2.2070995034026116e-4	0	0.5978726508976794
Lactobacillus	4	0.4375	Wilcoxon signed rank test	two.sided	0.045319109803200294	0.28964502482986937	0.6858108108108107
Clostridium IV	10	0.5879367461735663	Wilcoxon signed rank test with continuity correction	two.sided	8.09269817914291e-4	0.0012506897185948134	0.8743674686683807
Clostridium XVIII	7	0.5807121621890252	Wilcoxon signed rank test with continuity correction	two.sided	6.621298510207835e-4	7.356998344675372e-5	0.8743674686683807
Adhaeribacter	1	1	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-5	0	1
Anaeroplasma	1	1	Wilcoxon signed rank test with continuity correction	two.sided	1.103549751701306e-4	0	1
Anaerotruncus	1	1	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-5	0	1
Anaerovorax	1	1	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-5	0	1
Asaccharobacter	1	1	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-5	0	1
Blautia	1	1	Wilcoxon signed rank test with continuity correction	two.sided	2.57494942063638e-4	0	1
Burkholderiales Unclassified	9	0.8125	Wilcoxon signed rank test	two.sided	0.007724848261909141	0.009269817914290969	1
Butyricimonas	1	1	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-5	0	1
Chitinophagaceae Unclassified	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	3.678499172337686e-5	1
Corynebacterium	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	3.678499172337686e-5	1
Desulfovibrionales Unclassified	1	1	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-5	0	1
Fusobacterium	1.5	1	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-5	3.678499172337686e-5	1
Geobacillus	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	3.678499172337686e-5	1
Lactobacillaceae Unclassified	1	1	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-5	0	1
Parasutterella	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	3.678499172337686e-5	1
Phenylobacterium	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	3.678499172337686e-5	1
Proteobacteria Unclassified	1	1	Wilcoxon signed rank test with continuity correction	two.sided	7.356998344675372e-5	0	1
Pseudomonadaceae Unclassified	1	1	Wilcoxon signed rank test with continuity correction	two.sided	3.678499172337686e-5	0	1
Turicibacter	0	1	Wilcoxon signed rank test with continuity correction	two.sided	0	3.678499172337686e-5	1
Acetitomaculum	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Acidaminococcus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Acinetobacter	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Actinomycetales Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Alphaproteobacteria Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Anaerococcus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Anaerofustis	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Anaerostipes	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Aquabacterium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacillales Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacilli Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bacillus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Barnesiella	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bifidobacterium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bilophila	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Brachybacterium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Bradyrhizobium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Brevibacterium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Brevundimonas	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Burkholderia	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Candidatus Saccharibacteria Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Catabacter	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Chryseobacterium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Cloacibacterium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Clostridium sensu stricto	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Cytophagales Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Dactylosporangium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Dietzia	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Diplorickettsia	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Enhydrobacter	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Enterococcaceae Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Escherichia/Shigella	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Facklamia	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Faecalibacterium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Gammaproteobacteria Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Geodermatophilus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Gordonibacter	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Gp2 Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Gp6 Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Hungatella	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Hydrogenoanaerobacterium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Jeotgalicoccus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Kytococcus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Labilithrix	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Lactobacillales Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Listeria	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Megasphaera	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Micrococcaceae Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Micrococcus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Micromonosporaceae Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Mucilaginibacter	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Neorhizobium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Nocardiopsis	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Olsenella	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Oxalobacteraceae Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Paracoccus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Paraprevotella	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Pectinatus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Pediococcus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Pedobacter	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Peptostreptococcaceae Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Phascolarctobacterium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Phyllobacteriaceae Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Planomicrobium	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Proteus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Pseudomonas	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Ralstonia	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Rhodococcus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Rhodospirillaceae Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Romboutsia	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Roseburia	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Roseomonas	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Saccharibacillus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Sphingomonadales Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Sphingomonas	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Staphylococcaceae Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Staphylococcus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Stenotrophomonas	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Streptococcus	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Subdoligranulum	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Terrisporobacter	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Veillonella	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Veillonellaceae Unclassified	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
Weissella	0	NaN	Wilcoxon signed rank test with continuity correction	two.sided	0	0	NaN
