genus	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Subdoligranulum	8	0.15623562757772233	5	Kruskal-Wallis rank sum test	0	0	0	9.196247930844215e-5	0	0	0.26986153854333855
Enterobacteriaceae Unclassified	7.6678362573099434	0.1755169607491797	5	Kruskal-Wallis rank sum test	0.06682606829746797	0.15839004352890687	0.28986573478020966	0.015081846606584513	0	0.10171050211513702	0.2858419075058069
Lachnospiraceae Unclassified	7.694736842105257	0.17388115328985415	5	Kruskal-Wallis rank sum test	0.06897185948133162	0.04981300962540617	5.51774875850653e-4	0.262276990987677	0.016737171234136473	0.04406842008460548	0.2858419075058069
Alistipes	6.875195503421319	0.2300888852372042	5	Kruskal-Wallis rank sum test	6.130831953896143e-5	0	1.839249586168843e-4	7.356998344675372e-4	0	0.009269817914290969	0.3643074016255733
Firmicutes Unclassified	6.70222711698483	0.2437444968266601	5	Kruskal-Wallis rank sum test	0	6.130831953896143e-5	0	6.437373551590951e-4	0	6.253448592974066e-4	0.3665170581596294
Ruminococcaceae Unclassified	6.694812133746986	0.24434470543975295	5	Kruskal-Wallis rank sum test	0.015633621482435165	0.005701673717123414	1.839249586168843e-4	0.02869229354423395	0	0.015743976457605297	0.3665170581596294
Bacteroides	6.17335766423358	0.2897141337499874	5	Kruskal-Wallis rank sum test	0.35240022070995036	0.2768070627184109	0.47158359389369137	0.4082214456501747	1.839249586168843e-4	0.07176751885230827	0.422115722008503
Lactobacillus	6.104093567251461	0.2962215593042126	5	Kruskal-Wallis rank sum test	0.07001410091349396	0.10180246459444546	0.01692109619275336	0.04377414015081847	0.08718043038440317	0.2300165532462755	0.422115722008503
Coriobacteriaceae Unclassified	5.113821138211378	0.4021479461597737	5	Kruskal-Wallis rank sum test	6.130831953896143e-5	2.4523327815584577e-4	0	9.196247930844215e-5	0	3.678499172337686e-5	0.55128303857544
Pseudomonas	5.000000000000005	0.4158801869955074	5	Kruskal-Wallis rank sum test	6.130831953896143e-5	0	0	0	0	0	0.55128303857544
Weissella	5.000000000000005	0.4158801869955074	5	Kruskal-Wallis rank sum test	1.2261663907792286e-4	0	0	0	0	0	0.55128303857544
Clostridia Unclassified	4.8911764705882455	0.42930514258335406	5	Kruskal-Wallis rank sum test	0	0	0	8.276623137759794e-4	0	2.57494942063638e-4	0.5561452983466177
Romboutsia	4.607843137254913	0.46558531465098624	5	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	0	5.51774875850653e-4	0	0	0.5897413985579159
Erysipelotrichaceae Unclassified	4.29380793474231	0.5079355374621805	5	Kruskal-Wallis rank sum test	9.80933112623383e-4	0.0013181288700876708	0	5.51774875850653e-4	0	1.4713996689350744e-4	0.6293983833770497
Enterorhabdus	3.8184615384615483	0.5758379256287521	5	Kruskal-Wallis rank sum test	1.2261663907792286e-4	6.130831953896143e-5	0	0	0	3.678499172337686e-5	0.6983566332093377
Asaccharobacter	2.6000000000000103	0.7613652678450125	5	Kruskal-Wallis rank sum test	0	0	0	0	0	3.678499172337686e-5	0.7890512775848311
Bacilli Unclassified	2.6000000000000103	0.7613652678450125	5	Kruskal-Wallis rank sum test	0	0	0	0	0	3.678499172337686e-5	0.7890512775848311
Clostridium IV	2.9257182416060865	0.7114368446871617	5	Kruskal-Wallis rank sum test	0.0028814910183311876	0.003985040770032493	7.356998344675372e-4	0.0027588743792532648	0.0016553246275519589	0.0014346146772116976	0.7890512775848311
Corynebacterium	2.6000000000000103	0.7613652678450125	5	Kruskal-Wallis rank sum test	0	0	0	0	0	3.678499172337686e-5	0.7890512775848311
Olsenella	3.1215686274509875	0.6812498845591756	5	Kruskal-Wallis rank sum test	1.8392495861688433e-4	0	0	0	0	3.678499172337686e-5	0.7890512775848311
Phenylobacterium	2.6000000000000103	0.7613652678450125	5	Kruskal-Wallis rank sum test	0	0	0	0	0	3.678499172337686e-5	0.7890512775848311
Roseburia	2.6000000000000103	0.7613652678450125	5	Kruskal-Wallis rank sum test	0	0	0	0	0	3.678499172337686e-5	0.7890512775848311
Streptococcus	3.0338461538461647	0.6947675898368584	5	Kruskal-Wallis rank sum test	6.130831953896143e-5	9.196247930844215e-5	0	0	0	3.678499172337686e-5	0.7890512775848311
Butyricicoccus	2.4885542168674615	0.7782178337272816	5	Kruskal-Wallis rank sum test	0.0023910244620194963	2.758874379253265e-4	0	3.678499172337686e-4	0	1.4713996689350744e-4	0.7921145807581259
Ralstonia	2.000000000000011	0.8491450360846081	5	Kruskal-Wallis rank sum test	0	3.0654159769480714e-5	0	0	0	0	0.8491450360846081
Acetitomaculum	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Acidaminococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Acinetobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Actinomycetales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Adhaeribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alishewanella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alphaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerofustis	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaeroplasma	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerostipes	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerotruncus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerovorax	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Aquabacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacteroidales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacteroidetes Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Barnesiella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brachybacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bradyrhizobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevundimonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Burkholderia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Candidatus Saccharibacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Catabacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chitinophagaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chryseobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cloacibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cytophagales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dactylosporangium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Desulfovibrio	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Desulfovibrionaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Desulfovibrionales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dietzia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Diplorickettsia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enhydrobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enterococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Facklamia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Faecalibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Fusobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gammaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geobacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geodermatophilus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gordonibacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp2 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp6 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Hungatella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Hydrogenoanaerobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Jeotgalicoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Kytococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Labilithrix	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Listeria	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Megasphaera	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micromonosporaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Mucilaginibacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Neorhizobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Nocardiopsis	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Odoribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paracoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paraprevotella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pectinatus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pediococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pedobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phascolarctobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phyllobacteriaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Planomicrobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Prevotella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Prevotellaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pseudomonadaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhodococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Roseomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Ruminococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Saccharibacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonadales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Staphylococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Staphylococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Stenotrophomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Terrisporobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonellaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
