genus	statistic	p.value	parameter	method	Schloss	Young	Jackson	Charles River	Taconic	Envigo	p.value.adj
Clostridia Unclassified	10.008762672506556	0.07498734011524527	5	Kruskal-Wallis rank sum test	2.4523327815584577e-4	1.3794371896266324e-4	0	0.0014254184292808534	8.092698179142909e-4	5.780498699387793e-4	0.12497890019207546
Desulfovibrio	9.389961389961456	0.09448490360572732	5	Kruskal-Wallis rank sum test	0	0	0	0	0	1.0509997635250532e-4	0.1506791374202473
Desulfovibrionaceae Unclassified	9.383458646616603	0.09471260066415545	5	Kruskal-Wallis rank sum test	0	0	0	0	0	1.0509997635250532e-4	0.1506791374202473
Clostridium IV	8.427269329769357	0.13420714175728818	5	Kruskal-Wallis rank sum test	3.371957574642879e-4	8.506529336030899e-4	1.103549751701306e-4	9.196247930844216e-4	0.0011771197351480595	4.203999054100213e-4	0.2087666649557816
Proteobacteria Unclassified	7.953947368421011	0.15879200813402075	5	Kruskal-Wallis rank sum test	0	0	0	6.897185948133162e-5	0	0	0.2364987355187543
Romboutsia	7.953947368421011	0.15879200813402075	5	Kruskal-Wallis rank sum test	0	0	0	0.0020921464042670595	0	0	0.2364987355187543
Clostridium XlVb	7.043414669907225	0.21743147737351237	5	Kruskal-Wallis rank sum test	0.00469008644473055	0.002345043222365275	0.0030531543130402797	0.0029198087180430385	0.013426521979032555	6.30599858115032e-4	0.31708757116970554
Anaerotruncus	6.799999999999883	0.23594453769453053	5	Kruskal-Wallis rank sum test	0	0	0	0	3.678499172337686e-5	0	0.33032235277234273
Saccharibacillus	6.799999999999883	0.23594453769453053	5	Kruskal-Wallis rank sum test	0	0	3.678499172337686e-5	0	0	0	0.33032235277234273
Lachnospiraceae Unclassified	6.3515109890109755	0.2735018506713442	5	Kruskal-Wallis rank sum test	0.06002084482864325	0.05903991171601986	0.03086260805591319	0.12299981607504139	0.14772852676108147	0.06374313565779448	0.3753946969998842
Ruminococcaceae Unclassified	5.866884213166631	0.3193879483656924	5	Kruskal-Wallis rank sum test	0.00766353994237018	0.015150818466065846	0.004708478940592238	0.015288762185028509	0.017472871068604012	0.009774297800782995	0.4299453151076629
Micrococcaceae Unclassified	5.499999999999927	0.35794588085096646	5	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	0	0	0	0	0.45556748471941183
Ralstonia	5.499999999999927	0.35794588085096646	5	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	0	0	0	0	0.45556748471941183
Streptococcus	5.54974489795917	0.35252200090559527	5	Kruskal-Wallis rank sum test	6.130831953896143e-5	2.2990619827110538e-5	0	0	0	2.627499408812633e-5	0.45556748471941183
Enterorhabdus	5.292332394671286	0.38125474954702065	5	Kruskal-Wallis rank sum test	3.371957574642879e-4	2.98878057752437e-4	0	2.0691557844399486e-4	2.207099503402612e-4	1.3137497044063165e-4	0.4765684369337758
Anaeroplasma	5.214233186157737	0.39029842205084764	5	Kruskal-Wallis rank sum test	2.4523327815584577e-4	4.368217767151002e-4	0	0	0.007982343203972779	0.005990698652092803	0.47931385164139184
Anaerovorax	4.571428571428558	0.4703837930034241	5	Kruskal-Wallis rank sum test	0	0	0	0	0	2.627499408812633e-5	0.5456492380322352
Clostridium sensu stricto	4.532894736842065	0.4754943359995193	5	Kruskal-Wallis rank sum test	0	0	1.4713996689350744e-4	6.897185948133162e-5	0	0	0.5456492380322352
Peptostreptococcaceae Unclassified	4.571428571428558	0.4703837930034241	5	Kruskal-Wallis rank sum test	0	0	0	0	0	2.627499408812633e-5	0.5456492380322352
Ruminococcus	4.532894736842065	0.4754943359995193	5	Kruskal-Wallis rank sum test	0	0	0	2.2990619827110538e-5	3.310649255103918e-4	0	0.5456492380322352
Escherichia/Shigella	4.454729729729669	0.4859631981187332	5	Kruskal-Wallis rank sum test	0	0	3.678499172337686e-5	2.2990619827110538e-5	0	0	0.5486681269082472
Acetitomaculum	3.875000000000078	0.5675497613896745	5	Kruskal-Wallis rank sum test	0	0	0	2.2990619827110538e-5	0	0	0.5842424014305472
Burkholderia	3.875000000000078	0.5675497613896745	5	Kruskal-Wallis rank sum test	0	0	0	2.2990619827110538e-5	0	0	0.5842424014305472
Candidatus Saccharibacteria Unclassified	3.875000000000078	0.5675497613896745	5	Kruskal-Wallis rank sum test	0	0	0	1.839249586168843e-4	0	0	0.5842424014305472
Corynebacterium	3.875000000000078	0.5675497613896745	5	Kruskal-Wallis rank sum test	0	6.897185948133162e-5	0	0	0	0	0.5842424014305472
Gordonibacter	3.875000000000078	0.5675497613896745	5	Kruskal-Wallis rank sum test	0	0	0	1.1495309913555268e-4	0	0	0.5842424014305472
Subdoligranulum	3.875000000000078	0.5675497613896745	5	Kruskal-Wallis rank sum test	0	0	0	4.598123965422108e-4	0	0	0.5842424014305472
Pseudoflavonifractor	3.1530947718673117	0.6763966120948411	5	Kruskal-Wallis rank sum test	0.0011648580712402673	8.506529336030899e-4	9.196247930844216e-4	9.196247930844216e-4	0.001324259702041567	7.619748285556635e-4	0.686199461545491
Bacteroidales Unclassified	2.0237161531279475	0.8458538193729104	5	Kruskal-Wallis rank sum test	3.0654159769480714e-5	0	3.678499172337686e-5	4.5981239654221075e-5	3.678499172337686e-5	3.15299929057516e-4	0.8458538193729104
Acidaminococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Acinetobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Actinomycetales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Adhaeribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alishewanella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Alphaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Anaerococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Aquabacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacilli Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Barnesiella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brachybacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Bradyrhizobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Brevundimonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Catabacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chitinophagaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Chryseobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cloacibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Cytophagales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dactylosporangium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Desulfovibrionales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Dietzia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Diplorickettsia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enhydrobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Enterococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Facklamia	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Faecalibacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Fusobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gammaproteobacteria Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geobacillus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Geodermatophilus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp2 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Gp6 Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Hungatella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Hydrogenoanaerobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Jeotgalicoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Kytococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Labilithrix	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Lactobacillales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Listeria	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Megasphaera	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micrococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Micromonosporaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Mucilaginibacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Neorhizobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Nocardiopsis	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Odoribacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paracoccus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Paraprevotella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pectinatus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pediococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pedobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phascolarctobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phenylobacterium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Phyllobacteriaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Planomicrobium	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Prevotella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pseudomonadaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Pseudomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Rhodococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Roseomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonadales Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Sphingomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Staphylococcaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Staphylococcus	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Stenotrophomonas	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Terrisporobacter	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Veillonellaceae Unclassified	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
Weissella	NaN	NaN	5	Kruskal-Wallis rank sum test	0	0	0	0	0	0	NaN
